"tree_ID";"bloc";"treatment";"genus";"species";"year";"height";"diameter";"notes"
"Pist_CoolS/WarmF_B2_R8";2;"CoolS/WarmF";"pinus";"pinus_strobus";2023;16,6;4,78;NA
"Pist_CoolS/WarmF_B2_R9";2;"CoolS/WarmF";"pinus";"pinus_strobus";2023;28,9;5,81;NA
"Pist_CoolS/WarmF_B2_R10";2;"CoolS/WarmF";"pinus";"pinus_strobus";2023;23,5;5,8;NA
"Pist_CoolS/WarmF_B3_R11";3;"CoolS/WarmF";"pinus";"pinus_strobus";2023;27,1;5,44;NA
"Pist_CoolS/WarmF_B3_R12";3;"CoolS/WarmF";"pinus";"pinus_strobus";2023;28,4;6,1;NA
"Pist_CoolS/WarmF_B3_R13";3;"CoolS/WarmF";"pinus";"pinus_strobus";2023;25,5;5,83;NA
"Pist_CoolS/WarmF_B3_R14";3;"CoolS/WarmF";"pinus";"pinus_strobus";2023;21;5,73;NA
"Pist_CoolS/WarmF_B3_R15";3;"CoolS/WarmF";"pinus";"pinus_strobus";2023;20,1;5,56;NA
"Pist_WarmS/WarmF_B1_R1";1;"WarmS/WarmF";"pinus";"pinus_strobus";2023;26,9;5,62;NA
"Pist_WarmS/WarmF_B1_R2";1;"WarmS/WarmF";"pinus";"pinus_strobus";2023;23,5;5,07;NA
"Pist_WarmS/WarmF_B1_R3";1;"WarmS/WarmF";"pinus";"pinus_strobus";2023;19;5,53;NA
"Pist_WarmS/WarmF_B1_R4";1;"WarmS/WarmF";"pinus";"pinus_strobus";2023;13,4;5,79;NA
"Pist_WarmS/WarmF_B1_R5";1;"WarmS/WarmF";"pinus";"pinus_strobus";2023;22,1;4,95;NA
"Pist_WarmS/WarmF_B2_R6";2;"WarmS/WarmF";"pinus";"pinus_strobus";2023;18,1;5,23;NA
"Pist_WarmS/WarmF_B2_R7";2;"WarmS/WarmF";"pinus";"pinus_strobus";2023;22;5,9;NA
"Pist_WarmS/WarmF_B2_R8";2;"WarmS/WarmF";"pinus";"pinus_strobus";2023;12;5,79;NA
"Pist_WarmS/WarmF_B2_R9";2;"WarmS/WarmF";"pinus";"pinus_strobus";2023;23,9;5,3;NA
"Pist_WarmS/WarmF_B2_R10";2;"WarmS/WarmF";"pinus";"pinus_strobus";2023;29,6;5,79;NA
"Pist_WarmS/WarmF_B3_R11";3;"WarmS/WarmF";"pinus";"pinus_strobus";2023;23,7;4,48;NA
"Pist_WarmS/WarmF_B3_R12";3;"WarmS/WarmF";"pinus";"pinus_strobus";2023;30,7;5,63;NA
"Pist_WarmS/WarmF_B3_R13";3;"WarmS/WarmF";"pinus";"pinus_strobus";2023;24;5,68;NA
"Pist_WarmS/WarmF_B3_R14";3;"WarmS/WarmF";"pinus";"pinus_strobus";2023;12,1;5,19;NA
"Pist_WarmS/WarmF_B3_R15";3;"WarmS/WarmF";"pinus";"pinus_strobus";2023;22,4;4,81;NA
"Pist_CoolS/CoolF_B1_R1_nitro";1;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2023;22,9;5,16;NA
"Pist_CoolS/CoolF_B1_R2_nitro";1;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2023;29,1;5,32;NA
"Pist_CoolS/CoolF_B1_R3_nitro";1;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2023;21,9;5,72;NA
"Pist_CoolS/CoolF_B1_R4_nitro";1;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2023;29,7;5,36;NA
"Pist_CoolS/CoolF_B1_R5_nitro";1;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2023;26,1;5,44;NA
"Pist_CoolS/CoolF_B2_R6_nitro";2;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2023;26,7;6,5;NA
"Pist_CoolS/CoolF_B2_R7_nitro";2;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2023;31,9;5,97;NA
"Pist_CoolS/CoolF_B2_R8_nitro";2;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2023;18,7;5,05;NA
"Pist_CoolS/CoolF_B2_R9_nitro";2;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2023;27,9;6,06;NA
"Pist_CoolS/CoolF_B2_R10_nitro";2;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2023;23;5,64;NA
"Pist_CoolS/CoolF_B3_R11_nitro";3;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2023;15,2;5,81;NA
"Pist_CoolS/CoolF_B3_R12_nitro";3;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2023;18,1;5,82;NA
"Pist_CoolS/CoolF_B3_R13_nitro";3;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2023;23,7;4,7;NA
"Pist_CoolS/CoolF_B3_R14_nitro";3;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2023;24,9;6;NA
"Pist_CoolS/CoolF_B3_R15_nitro";3;"CoolS/CoolF_nitro";"pinus";"pinus_strobus";2023;28,5;5,4;NA
"Pist_WarmS/WarmF_B1_R1_nitro";1;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2023;16,4;5;NA
"Pist_WarmS/WarmF_B1_R2_nitro";1;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2023;27,2;5,53;NA
"Pist_WarmS/WarmF_B1_R3_nitro";1;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2023;22,9;4,73;NA
"Pist_WarmS/WarmF_B1_R4_nitro";1;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2023;19,1;3,84;NA
"Pist_WarmS/WarmF_B1_R5_nitro";1;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2023;23,2;5,19;NA
"Pist_WarmS/WarmF_B2_R6_nitro";2;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2023;20,7;4,82;NA
"Pist_WarmS/WarmF_B2_R7_nitro";2;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2023;23;4,68;NA
"Pist_WarmS/WarmF_B2_R8_nitro";2;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2023;21,9;5,62;NA
"Pist_WarmS/WarmF_B2_R9_nitro";2;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2023;31,2;5,95;NA
"Pist_WarmS/WarmF_B2_R10_nitro";2;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2023;24,5;5,51;NA
"Pist_WarmS/WarmF_B3_R11_nitro";3;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2023;20,5;5,56;NA
"Pist_WarmS/WarmF_B3_R12_nitro";3;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2023;27,1;5,54;NA
"Pist_WarmS/WarmF_B3_R13_nitro";3;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2023;21,9;5,68;NA
"Pist_WarmS/WarmF_B3_R14_nitro";3;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2023;21;5,71;NA
"Pist_WarmS/WarmF_B3_R15_nitro";3;"WarmS/WarmF_nitro";"pinus";"pinus_strobus";2023;12,9;3,76;NA
"Poba_CoolS/CoolF_B1_R1";1;"CoolS/CoolF";"populus";"populus_balsamifera";2023;21,2;2,95;NA
"Poba_CoolS/CoolF_B1_R2";1;"CoolS/CoolF";"populus";"populus_balsamifera";2023;24,1;3,6;NA
"Poba_CoolS/CoolF_B1_R3";1;"CoolS/CoolF";"populus";"populus_balsamifera";2023;19,2;2,8;NA
"Poba_CoolS/CoolF_B1_R4";1;"CoolS/CoolF";"populus";"populus_balsamifera";2023;19,8;3,84;NA
"Poba_CoolS/CoolF_B1_R5";1;"CoolS/CoolF";"populus";"populus_balsamifera";2023;20;3,21;NA
"Poba_CoolS/CoolF_B2_R6";2;"CoolS/CoolF";"populus";"populus_balsamifera";2023;19,6;2,62;NA
"Poba_CoolS/CoolF_B2_R7";2;"CoolS/CoolF";"populus";"populus_balsamifera";2023;21,2;3,38;NA
"Poba_CoolS/CoolF_B2_R8";2;"CoolS/CoolF";"populus";"populus_balsamifera";2023;25,8;3,74;NA
"Poba_CoolS/CoolF_B2_R9";2;"CoolS/CoolF";"populus";"populus_balsamifera";2023;23,4;4,02;NA
"Poba_CoolS/CoolF_B2_R10";2;"CoolS/CoolF";"populus";"populus_balsamifera";2023;26;4,89;NA
"Poba_CoolS/CoolF_B3_R11";3;"CoolS/CoolF";"populus";"populus_balsamifera";2023;21,2;NA;NA
"Poba_CoolS/CoolF_B3_R12";3;"CoolS/CoolF";"populus";"populus_balsamifera";2023;30,2;3,48;NA
"Poba_CoolS/CoolF_B3_R13";3;"CoolS/CoolF";"populus";"populus_balsamifera";2023;21;3,2;NA
"Poba_CoolS/CoolF_B3_R14";3;"CoolS/CoolF";"populus";"populus_balsamifera";2023;18,6;2,68;NA
"Poba_CoolS/CoolF_B3_R15";3;"CoolS/CoolF";"populus";"populus_balsamifera";2023;12,5;3,3;NA
"Poba_WarmS/CoolF_B1_R1";1;"WarmS/CoolF";"populus";"populus_balsamifera";2023;27,6;4,09;NA
"Poba_WarmS/CoolF_B1_R2";1;"WarmS/CoolF";"populus";"populus_balsamifera";2023;19,6;4,29;NA
"Poba_WarmS/CoolF_B1_R3";1;"WarmS/CoolF";"populus";"populus_balsamifera";2023;19,1;2,63;NA
"Poba_WarmS/CoolF_B1_R4";1;"WarmS/CoolF";"populus";"populus_balsamifera";2023;22;2,41;NA
"Poba_WarmS/CoolF_B1_R5";1;"WarmS/CoolF";"populus";"populus_balsamifera";2023;20,6;3,05;NA
"Poba_WarmS/CoolF_B2_R6";2;"WarmS/CoolF";"populus";"populus_balsamifera";2023;19,1;4,08;NA
"Poba_WarmS/CoolF_B2_R7";2;"WarmS/CoolF";"populus";"populus_balsamifera";2023;27;3,46;NA
"Poba_WarmS/CoolF_B2_R8";2;"WarmS/CoolF";"populus";"populus_balsamifera";2023;20,6;3,18;NA
"Poba_WarmS/CoolF_B2_R9";2;"WarmS/CoolF";"populus";"populus_balsamifera";2023;22,3;3,15;NA
"Poba_WarmS/CoolF_B2_R10";2;"WarmS/CoolF";"populus";"populus_balsamifera";2023;22,1;4,29;NA
"Poba_WarmS/CoolF_B3_R11";3;"WarmS/CoolF";"populus";"populus_balsamifera";2023;23,7;4,07;NA
"Poba_WarmS/CoolF_B3_R12";3;"WarmS/CoolF";"populus";"populus_balsamifera";2023;19,2;4,05;NA
"Poba_WarmS/CoolF_B3_R13";3;"WarmS/CoolF";"populus";"populus_balsamifera";2023;22,2;2,78;NA
"Poba_WarmS/CoolF_B3_R14";3;"WarmS/CoolF";"populus";"populus_balsamifera";2023;21,7;3,5;NA
"Poba_WarmS/CoolF_B3_R15";3;"WarmS/CoolF";"populus";"populus_balsamifera";2023;19,2;3,83;NA
"Poba_CoolS/WarmF_B1_R1";1;"CoolS/WarmF";"populus";"populus_balsamifera";2023;22,4;2,6;NA
"Poba_CoolS/WarmF_B1_R2";1;"CoolS/WarmF";"populus";"populus_balsamifera";2023;22,8;3,22;NA
"Poba_CoolS/WarmF_B1_R3";1;"CoolS/WarmF";"populus";"populus_balsamifera";2023;18,9;2,47;NA
"Poba_CoolS/WarmF_B1_R4";1;"CoolS/WarmF";"populus";"populus_balsamifera";2023;18,6;3,11;NA
"Poba_CoolS/WarmF_B1_R5";1;"CoolS/WarmF";"populus";"populus_balsamifera";2023;21,5;3,7;NA
"Poba_CoolS/WarmF_B2_R6";2;"CoolS/WarmF";"populus";"populus_balsamifera";2023;22,6;3,08;NA
"Poba_CoolS/WarmF_B2_R7";2;"CoolS/WarmF";"populus";"populus_balsamifera";2023;23,4;5,33;NA
"Poba_CoolS/WarmF_B2_R8";2;"CoolS/WarmF";"populus";"populus_balsamifera";2023;23,2;3,66;NA
"Poba_CoolS/WarmF_B2_R9";2;"CoolS/WarmF";"populus";"populus_balsamifera";2023;21,7;3,36;NA
"Poba_CoolS/WarmF_B2_R10";2;"CoolS/WarmF";"populus";"populus_balsamifera";2023;21,4;3,65;NA
"Poba_CoolS/WarmF_B3_R11";3;"CoolS/WarmF";"populus";"populus_balsamifera";2023;22,2;3,78;NA
"Poba_CoolS/WarmF_B3_R12";3;"CoolS/WarmF";"populus";"populus_balsamifera";2023;24,2;4,4;NA
"Poba_CoolS/WarmF_B3_R13";3;"CoolS/WarmF";"populus";"populus_balsamifera";2023;21,1;2,88;NA
"Poba_CoolS/WarmF_B3_R14";3;"CoolS/WarmF";"populus";"populus_balsamifera";2023;21,3;3,92;NA
"Poba_CoolS/WarmF_B3_R15";3;"CoolS/WarmF";"populus";"populus_balsamifera";2023;24,5;3,64;NA
"Poba_WarmS/WarmF_B1_R1";1;"WarmS/WarmF";"populus";"populus_balsamifera";2023;22,3;5,02;NA
"Poba_WarmS/WarmF_B1_R2";1;"WarmS/WarmF";"populus";"populus_balsamifera";2023;25,5;4,98;NA
"Poba_WarmS/WarmF_B1_R3";1;"WarmS/WarmF";"populus";"populus_balsamifera";2023;22,1;4,27;NA
"Poba_WarmS/WarmF_B1_R4";1;"WarmS/WarmF";"populus";"populus_balsamifera";2023;25,3;4,59;NA
"Poba_WarmS/WarmF_B1_R5";1;"WarmS/WarmF";"populus";"populus_balsamifera";2023;24,2;4,09;NA
"Poba_WarmS/WarmF_B2_R6";2;"WarmS/WarmF";"populus";"populus_balsamifera";2023;25,2;5,07;NA
"Poba_WarmS/WarmF_B2_R7";2;"WarmS/WarmF";"populus";"populus_balsamifera";2023;27,5;4,89;NA
"Poba_WarmS/WarmF_B2_R8";2;"WarmS/WarmF";"populus";"populus_balsamifera";2023;22;3,11;NA
"Poba_WarmS/WarmF_B2_R9";2;"WarmS/WarmF";"populus";"populus_balsamifera";2023;23,2;3,98;NA
"Poba_WarmS/WarmF_B2_R10";2;"WarmS/WarmF";"populus";"populus_balsamifera";2023;21,7;4,86;NA
"Poba_WarmS/WarmF_B3_R11";3;"WarmS/WarmF";"populus";"populus_balsamifera";2023;21,3;3,6;NA
"Poba_WarmS/WarmF_B3_R12";3;"WarmS/WarmF";"populus";"populus_balsamifera";2023;22,3;4,37;NA
"Poba_WarmS/WarmF_B3_R13";3;"WarmS/WarmF";"populus";"populus_balsamifera";2023;24,3;3,83;NA
"Poba_WarmS/WarmF_B3_R14";3;"WarmS/WarmF";"populus";"populus_balsamifera";2023;20,4;3,74;NA
"Poba_WarmS/WarmF_B3_R15";3;"WarmS/WarmF";"populus";"populus_balsamifera";2023;24,6;4,12;NA
"Poba_CoolS/CoolF_B1_R1_nitro";1;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2023;25,2;3,38;NA
"Poba_CoolS/CoolF_B1_R2_nitro";1;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2023;29;3,64;NA
"Poba_CoolS/CoolF_B1_R3_nitro";1;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2023;24,8;3,84;NA
"Poba_CoolS/CoolF_B1_R4_nitro";1;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2023;27,8;4,57;NA
"Poba_CoolS/CoolF_B1_R5_nitro";1;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2023;22,2;2,62;NA
"Poba_CoolS/CoolF_B2_R6_nitro";2;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2023;30,5;3,96;NA
"Poba_CoolS/CoolF_B2_R7_nitro";2;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2023;27,6;4,71;NA
"Poba_CoolS/CoolF_B2_R8_nitro";2;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2023;23,9;3,75;NA
"Poba_CoolS/CoolF_B2_R9_nitro";2;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2023;23,8;4,71;NA
"Poba_CoolS/CoolF_B2_R10_nitro";2;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2023;24,9;4,09;NA
"Poba_CoolS/CoolF_B3_R11_nitro";3;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2023;28,2;3,87;NA
"Poba_CoolS/CoolF_B3_R12_nitro";3;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2023;26,6;3,41;NA
"Poba_CoolS/CoolF_B3_R13_nitro";3;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2023;27,2;4,46;NA
"Poba_CoolS/CoolF_B3_R14_nitro";3;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2023;25,5;3,54;NA
"Poba_CoolS/CoolF_B3_R15_nitro";3;"CoolS/CoolF_nitro";"populus";"populus_balsamifera";2023;27,3;3,13;NA
"Poba_WarmS/WarmF_B1_R1_nitro";1;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2023;23,6;3,95;NA
"Poba_WarmS/WarmF_B1_R2_nitro";1;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2023;30,2;4,33;NA
"Poba_WarmS/WarmF_B1_R3_nitro";1;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2023;29,8;4,07;NA
"Poba_WarmS/WarmF_B1_R4_nitro";1;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2023;23;3,59;NA
"Poba_WarmS/WarmF_B1_R5_nitro";1;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2023;27,6;3,85;NA
"Poba_WarmS/WarmF_B2_R6_nitro";2;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2023;28,6;4,12;NA
"Poba_WarmS/WarmF_B2_R7_nitro";2;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2023;25,8;3,69;NA
"Poba_WarmS/WarmF_B2_R8_nitro";2;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2023;25,7;2,78;NA
"Poba_WarmS/WarmF_B2_R9_nitro";2;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2023;28,1;4,46;NA
"Poba_WarmS/WarmF_B2_R10_nitro";2;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2023;23,2;3,86;NA
"Poba_WarmS/WarmF_B3_R11_nitro";3;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2023;26,4;4,42;NA
"Poba_WarmS/WarmF_B3_R12_nitro";3;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2023;22,4;4,18;NA
"Poba_WarmS/WarmF_B3_R13_nitro";3;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2023;25,6;3,62;NA
"Poba_WarmS/WarmF_B3_R14_nitro";3;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2023;27,2;3,59;NA
"Poba_WarmS/WarmF_B3_R15_nitro";3;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2023;24,7;2,94;NA
"Prvi_CoolS/CoolF_B1_R1";1;"CoolS/CoolF";"prunus";"prunus_virginiana";2023;8;4,64;NA
"Prvi_CoolS/CoolF_B1_R2";1;"CoolS/CoolF";"prunus";"prunus_virginiana";2023;17;3,47;NA
"Prvi_CoolS/CoolF_B1_R3";1;"CoolS/CoolF";"prunus";"prunus_virginiana";2023;9,8;3,23;NA
"Prvi_CoolS/CoolF_B1_R4";1;"CoolS/CoolF";"prunus";"prunus_virginiana";2023;10,1;3,15;NA
"Prvi_CoolS/CoolF_B1_R5";1;"CoolS/CoolF";"prunus";"prunus_virginiana";2023;19,5;2,69;NA
"Prvi_CoolS/CoolF_B2_R6";2;"CoolS/CoolF";"prunus";"prunus_virginiana";2023;22;3,83;NA
"Prvi_CoolS/CoolF_B2_R7";2;"CoolS/CoolF";"prunus";"prunus_virginiana";2023;16,3;4,05;NA
"Prvi_CoolS/CoolF_B2_R8";2;"CoolS/CoolF";"prunus";"prunus_virginiana";2023;13;5,94;NA
"Prvi_CoolS/CoolF_B2_R9";2;"CoolS/CoolF";"prunus";"prunus_virginiana";2023;16,6;4,71;NA
"Prvi_CoolS/CoolF_B2_R10";2;"CoolS/CoolF";"prunus";"prunus_virginiana";2023;18,5;5,44;NA
"Prvi_CoolS/CoolF_B3_R11";3;"CoolS/CoolF";"prunus";"prunus_virginiana";2023;10;2,22;NA
"Prvi_CoolS/CoolF_B3_R12";3;"CoolS/CoolF";"prunus";"prunus_virginiana";2023;13,9;2,75;NA
"Prvi_CoolS/CoolF_B3_R13";3;"CoolS/CoolF";"prunus";"prunus_virginiana";2023;10;2,41;NA
"Prvi_CoolS/CoolF_B3_R14";3;"CoolS/CoolF";"prunus";"prunus_virginiana";2023;10,6;2,17;NA
"Prvi_CoolS/CoolF_B3_R15";3;"CoolS/CoolF";"prunus";"prunus_virginiana";2023;11,6;2,9;NA
"Prvi_WarmS/CoolF_B1_R1";1;"WarmS/CoolF";"prunus";"prunus_virginiana";2023;13;3,67;NA
"Prvi_WarmS/CoolF_B1_R2";1;"WarmS/CoolF";"prunus";"prunus_virginiana";2023;12,7;3,29;NA
"Prvi_WarmS/CoolF_B1_R3";1;"WarmS/CoolF";"prunus";"prunus_virginiana";2023;17,8;3,35;NA
"Prvi_WarmS/CoolF_B1_R4";1;"WarmS/CoolF";"prunus";"prunus_virginiana";2023;16;2,54;NA
"Prvi_WarmS/CoolF_B1_R5";1;"WarmS/CoolF";"prunus";"prunus_virginiana";2023;15,5;4;NA
"Prvi_WarmS/CoolF_B2_R6";2;"WarmS/CoolF";"prunus";"prunus_virginiana";2023;28,8;4,96;NA
"Prvi_WarmS/CoolF_B2_R7";2;"WarmS/CoolF";"prunus";"prunus_virginiana";2023;13,4;4,56;NA
"Prvi_WarmS/CoolF_B2_R8";2;"WarmS/CoolF";"prunus";"prunus_virginiana";2023;15,8;3,2;NA
"Prvi_WarmS/CoolF_B2_R9";2;"WarmS/CoolF";"prunus";"prunus_virginiana";2023;25,4;3,85;NA
"Prvi_WarmS/CoolF_B2_R10";2;"WarmS/CoolF";"prunus";"prunus_virginiana";2023;19,8;4,64;NA
"Prvi_WarmS/CoolF_B3_R11";3;"WarmS/CoolF";"prunus";"prunus_virginiana";2023;9,4;3,76;NA
"Prvi_WarmS/CoolF_B3_R12";3;"WarmS/CoolF";"prunus";"prunus_virginiana";2023;16,9;2,47;NA
"Prvi_WarmS/CoolF_B3_R13";3;"WarmS/CoolF";"prunus";"prunus_virginiana";2023;5,8;4,33;NA
"Prvi_WarmS/CoolF_B3_R14";3;"WarmS/CoolF";"prunus";"prunus_virginiana";2023;16;2,84;NA
"Prvi_WarmS/CoolF_B3_R15";3;"WarmS/CoolF";"prunus";"prunus_virginiana";2023;22,8;4,28;NA
"Prvi_CoolS/WarmF_B1_R1";1;"CoolS/WarmF";"prunus";"prunus_virginiana";2023;24,6;NA;NA
"Prvi_CoolS/WarmF_B1_R2";1;"CoolS/WarmF";"prunus";"prunus_virginiana";2023;8;3,16;NA
"Prvi_CoolS/WarmF_B1_R3";1;"CoolS/WarmF";"prunus";"prunus_virginiana";2023;23,5;4,18;NA
"Prvi_CoolS/WarmF_B1_R4";1;"CoolS/WarmF";"prunus";"prunus_virginiana";2023;9,5;3,25;NA
"Prvi_CoolS/WarmF_B1_R5";1;"CoolS/WarmF";"prunus";"prunus_virginiana";2023;19;4,75;NA
"Prvi_CoolS/WarmF_B2_R6";2;"CoolS/WarmF";"prunus";"prunus_virginiana";2023;15,1;4,66;NA
"Prvi_CoolS/WarmF_B2_R7";2;"CoolS/WarmF";"prunus";"prunus_virginiana";2023;16,5;4,75;NA
"Prvi_CoolS/WarmF_B2_R8";2;"CoolS/WarmF";"prunus";"prunus_virginiana";2023;4;NA;NA
"Prvi_CoolS/WarmF_B2_R9";2;"CoolS/WarmF";"prunus";"prunus_virginiana";2023;35,4;5,44;NA
"Prvi_CoolS/WarmF_B2_R10";2;"CoolS/WarmF";"prunus";"prunus_virginiana";2023;21,7;4,36;NA
"Prvi_CoolS/WarmF_B3_R11";3;"CoolS/WarmF";"prunus";"prunus_virginiana";2023;NA;5,47;NA
"Prvi_CoolS/WarmF_B3_R12";3;"CoolS/WarmF";"prunus";"prunus_virginiana";2023;12,8;3,51;NA
"Prvi_CoolS/WarmF_B3_R13";3;"CoolS/WarmF";"prunus";"prunus_virginiana";2023;16;NA;NA
"Prvi_CoolS/WarmF_B3_R14";3;"CoolS/WarmF";"prunus";"prunus_virginiana";2023;15,7;3,54;NA
"Prvi_CoolS/WarmF_B3_R15";3;"CoolS/WarmF";"prunus";"prunus_virginiana";2023;7;5,15;NA
"Prvi_WarmS/WarmF_B1_R1";1;"WarmS/WarmF";"prunus";"prunus_virginiana";2023;18,1;6,06;NA
"Prvi_WarmS/WarmF_B1_R2";1;"WarmS/WarmF";"prunus";"prunus_virginiana";2023;11,4;3,17;NA
"Prvi_WarmS/WarmF_B1_R3";1;"WarmS/WarmF";"prunus";"prunus_virginiana";2023;11,8;3,14;NA
"Prvi_WarmS/WarmF_B1_R4";1;"WarmS/WarmF";"prunus";"prunus_virginiana";2023;12,2;3,74;NA
"Prvi_WarmS/WarmF_B1_R5";1;"WarmS/WarmF";"prunus";"prunus_virginiana";2023;17,2;6,48;NA
"Prvi_WarmS/WarmF_B2_R6";2;"WarmS/WarmF";"prunus";"prunus_virginiana";2023;17,7;4,42;NA
"Prvi_WarmS/WarmF_B2_R7";2;"WarmS/WarmF";"prunus";"prunus_virginiana";2023;14;3,85;NA
"Prvi_WarmS/WarmF_B2_R8";2;"WarmS/WarmF";"prunus";"prunus_virginiana";2023;NA;4,64;NA
"Prvi_WarmS/WarmF_B2_R9";2;"WarmS/WarmF";"prunus";"prunus_virginiana";2023;28,5;3,77;NA
"Prvi_WarmS/WarmF_B2_R10";2;"WarmS/WarmF";"prunus";"prunus_virginiana";2023;17,1;4,57;NA
"Prvi_WarmS/WarmF_B3_R11";3;"WarmS/WarmF";"prunus";"prunus_virginiana";2023;19,5;2,91;NA
"Prvi_WarmS/WarmF_B3_R12";3;"WarmS/WarmF";"prunus";"prunus_virginiana";2023;12,2;3,47;NA
"Prvi_WarmS/WarmF_B3_R13";3;"WarmS/WarmF";"prunus";"prunus_virginiana";2023;15;4,04;NA
"Prvi_WarmS/WarmF_B3_R14";3;"WarmS/WarmF";"prunus";"prunus_virginiana";2023;10,8;3,69;NA
"Prvi_WarmS/WarmF_B3_R15";3;"WarmS/WarmF";"prunus";"prunus_virginiana";2023;15,9;4,22;NA
"Prvi_CoolS/CoolF_B1_R1_nitro";1;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2023;16,4;2,71;NA
"Prvi_CoolS/CoolF_B1_R2_nitro";1;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2023;NA;3,59;NA
"Prvi_CoolS/CoolF_B1_R3_nitro";1;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2023;12,4;4,66;NA
"Prvi_CoolS/CoolF_B1_R4_nitro";1;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2023;14,2;NA;NA
"Prvi_CoolS/CoolF_B1_R5_nitro";1;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2023;15,6;4,79;NA
"Prvi_CoolS/CoolF_B2_R6_nitro";2;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2023;13,5;4,06;NA
"Prvi_CoolS/CoolF_B2_R7_nitro";2;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2023;18,2;3,22;NA
"Prvi_CoolS/CoolF_B2_R8_nitro";2;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2023;15,5;3,19;NA
"Prvi_CoolS/CoolF_B2_R9_nitro";2;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2023;14,4;3,75;NA
"Prvi_CoolS/CoolF_B2_R10_nitro";2;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2023;16,7;3,65;NA
"Prvi_CoolS/CoolF_B3_R11_nitro";3;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2023;15,9;3,1;NA
