"tree_ID";"bloc";"treatment";"genus";"species";"year";"height";"diameter";"notes"
"Poba_WarmS/WarmF_B1_R2_nitro";1;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2024;36,9;6,2;NA
"Poba_WarmS/WarmF_B1_R3_nitro";1;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2024;32,9;5,82;NA
"Poba_WarmS/WarmF_B1_R4_nitro";1;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2024;17,5;5,51;"measured shoot is dead, another shoot is measured"
"Poba_WarmS/WarmF_B1_R5_nitro";1;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2024;62,8;5,71;NA
"Poba_WarmS/WarmF_B2_R6_nitro";2;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2024;46,9;5,91;NA
"Poba_WarmS/WarmF_B2_R7_nitro";2;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2024;51,1;6,04;NA
"Poba_WarmS/WarmF_B2_R8_nitro";2;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2024;39,7;5,07;NA
"Poba_WarmS/WarmF_B2_R9_nitro";2;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2024;NA;NA;"dead"
"Poba_WarmS/WarmF_B2_R10_nitro";2;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2024;58,8;6,11;NA
"Poba_WarmS/WarmF_B3_R11_nitro";3;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2024;31,5;6,73;NA
"Poba_WarmS/WarmF_B3_R12_nitro";3;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2024;37,4;6,8;NA
"Poba_WarmS/WarmF_B3_R13_nitro";3;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2024;40,5;6,06;NA
"Poba_WarmS/WarmF_B3_R14_nitro";3;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2024;62;6,69;NA
"Poba_WarmS/WarmF_B3_R15_nitro";3;"WarmS/WarmF_nitro";"populus";"populus_balsamifera";2024;60,4;5,91;NA
"Prvi_CoolS/CoolF_B1_R1";1;"CoolS/CoolF";"prunus";"prunus_virginiana";2024;5,8;4,55;"measured shoot from 2024 is dead, second shoot is measured and newly marked. newly measured shoot was also measured for shoot elongation in 2024. main trunk is still alive and its height is measured on highest lateral bud"
"Prvi_CoolS/CoolF_B1_R2";1;"CoolS/CoolF";"prunus";"prunus_virginiana";2024;18,8;3,62;NA
"Prvi_CoolS/CoolF_B1_R3";1;"CoolS/CoolF";"prunus";"prunus_virginiana";2024;9,6;3,33;NA
"Prvi_CoolS/CoolF_B1_R4";1;"CoolS/CoolF";"prunus";"prunus_virginiana";2024;11,2;3,16;NA
"Prvi_CoolS/CoolF_B1_R5";1;"CoolS/CoolF";"prunus";"prunus_virginiana";2024;19,7;3,4;NA
"Prvi_CoolS/CoolF_B2_R6";2;"CoolS/CoolF";"prunus";"prunus_virginiana";2024;22,3;4,49;NA
"Prvi_CoolS/CoolF_B2_R7";2;"CoolS/CoolF";"prunus";"prunus_virginiana";2024;16,6;4,19;NA
"Prvi_CoolS/CoolF_B2_R8";2;"CoolS/CoolF";"prunus";"prunus_virginiana";2024;12,4;6,45;NA
"Prvi_CoolS/CoolF_B2_R9";2;"CoolS/CoolF";"prunus";"prunus_virginiana";2024;19,5;5,02;NA
"Prvi_CoolS/CoolF_B2_R10";2;"CoolS/CoolF";"prunus";"prunus_virginiana";2024;18,4;5,72;NA
"Prvi_CoolS/CoolF_B3_R11";3;"CoolS/CoolF";"prunus";"prunus_virginiana";2024;10,9;2,26;NA
"Prvi_CoolS/CoolF_B3_R12";3;"CoolS/CoolF";"prunus";"prunus_virginiana";2024;6,1;2,77;"apical shoot died, new lateral shoot measured, lateral shoot where the tag is"
"Prvi_CoolS/CoolF_B3_R13";3;"CoolS/CoolF";"prunus";"prunus_virginiana";2024;10,9;2,74;NA
"Prvi_CoolS/CoolF_B3_R14";3;"CoolS/CoolF";"prunus";"prunus_virginiana";2024;11,8;2,02;"doy72: alive in the end. So measured on doy72. main shoot dead so new shoot measured. Diameter from last year is not good "
"Prvi_CoolS/CoolF_B3_R15";3;"CoolS/CoolF";"prunus";"prunus_virginiana";2024;10,5;3,42;"apical shoot died, new lateral shoot measured"
"Prvi_WarmS/CoolF_B1_R1";1;"WarmS/CoolF";"prunus";"prunus_virginiana";2024;13;3,75;NA
"Prvi_WarmS/CoolF_B1_R2";1;"WarmS/CoolF";"prunus";"prunus_virginiana";2024;14,2;3,36;NA
"Prvi_WarmS/CoolF_B1_R3";1;"WarmS/CoolF";"prunus";"prunus_virginiana";2024;18,2;3,66;"new second shoot"
"Prvi_WarmS/CoolF_B1_R4";1;"WarmS/CoolF";"prunus";"prunus_virginiana";2024;18,2;2,55;NA
"Prvi_WarmS/CoolF_B1_R5";1;"WarmS/CoolF";"prunus";"prunus_virginiana";2024;17,2;4,56;NA
"Prvi_WarmS/CoolF_B2_R6";2;"WarmS/CoolF";"prunus";"prunus_virginiana";2024;29,6;5,25;NA
"Prvi_WarmS/CoolF_B2_R7";2;"WarmS/CoolF";"prunus";"prunus_virginiana";2024;14,8;4,83;NA
"Prvi_WarmS/CoolF_B2_R8";2;"WarmS/CoolF";"prunus";"prunus_virginiana";2024;16,3;3,85;NA
"Prvi_WarmS/CoolF_B2_R9";2;"WarmS/CoolF";"prunus";"prunus_virginiana";2024;26,9;3,82;NA
"Prvi_WarmS/CoolF_B2_R10";2;"WarmS/CoolF";"prunus";"prunus_virginiana";2024;NA;NA;"dead"
"Prvi_WarmS/CoolF_B3_R11";3;"WarmS/CoolF";"prunus";"prunus_virginiana";2024;NA;NA;"dead"
"Prvi_WarmS/CoolF_B3_R12";3;"WarmS/CoolF";"prunus";"prunus_virginiana";2024;16,6;2,59;"new second shoot"
"Prvi_WarmS/CoolF_B3_R13";3;"WarmS/CoolF";"prunus";"prunus_virginiana";2024;7,6;4,41;NA
"Prvi_WarmS/CoolF_B3_R14";3;"WarmS/CoolF";"prunus";"prunus_virginiana";2024;16,9;3,49;NA
"Prvi_WarmS/CoolF_B3_R15";3;"WarmS/CoolF";"prunus";"prunus_virginiana";2024;NA;NA;"newly measured shoot;looks dead"
"Prvi_CoolS/WarmF_B1_R1";1;"CoolS/WarmF";"prunus";"prunus_virginiana";2024;7,7;2,47;"measured shoot from 2024 is dead, second shoot is measured and newly marked."
"Prvi_CoolS/WarmF_B1_R2";1;"CoolS/WarmF";"prunus";"prunus_virginiana";2024;8,2;3,46;NA
"Prvi_CoolS/WarmF_B1_R3";1;"CoolS/WarmF";"prunus";"prunus_virginiana";2024;10,7;4,39;"measured shoot is dead, another shoot is measured"
"Prvi_CoolS/WarmF_B1_R4";1;"CoolS/WarmF";"prunus";"prunus_virginiana";2024;10,2;3,53;NA
"Prvi_CoolS/WarmF_B1_R5";1;"CoolS/WarmF";"prunus";"prunus_virginiana";2024;19;4,83;NA
"Prvi_CoolS/WarmF_B2_R6";2;"CoolS/WarmF";"prunus";"prunus_virginiana";2024;NA;NA;"dead"
"Prvi_CoolS/WarmF_B2_R7";2;"CoolS/WarmF";"prunus";"prunus_virginiana";2024;17;4,96;NA
"Prvi_CoolS/WarmF_B2_R8";2;"CoolS/WarmF";"prunus";"prunus_virginiana";2024;7,8;4,58;"measured shoot from 2024 is dead, second shoot is measured and newly marked."
"Prvi_CoolS/WarmF_B2_R9";2;"CoolS/WarmF";"prunus";"prunus_virginiana";2024;35,8;5,71;NA
"Prvi_CoolS/WarmF_B2_R10";2;"CoolS/WarmF";"prunus";"prunus_virginiana";2024;23,4;4,53;NA
"Prvi_CoolS/WarmF_B3_R11";3;"CoolS/WarmF";"prunus";"prunus_virginiana";2024;NA;5,48;"No apical bud, shoot is probably dead"
"Prvi_CoolS/WarmF_B3_R12";3;"CoolS/WarmF";"prunus";"prunus_virginiana";2024;13,4;3,96;NA
"Prvi_CoolS/WarmF_B3_R13";3;"CoolS/WarmF";"prunus";"prunus_virginiana";2024;5,2;3,48;"main shoot dead. Two new shoots measured"
"Prvi_CoolS/WarmF_B3_R14";3;"CoolS/WarmF";"prunus";"prunus_virginiana";2024;16,5;3,65;NA
"Prvi_CoolS/WarmF_B3_R15";3;"CoolS/WarmF";"prunus";"prunus_virginiana";2024;7,3;NA;"missing tag"
"Prvi_WarmS/WarmF_B1_R1";1;"WarmS/WarmF";"prunus";"prunus_virginiana";2024;19,4;6,05;NA
"Prvi_WarmS/WarmF_B1_R2";1;"WarmS/WarmF";"prunus";"prunus_virginiana";2024;NA;NA;"Dead"
"Prvi_WarmS/WarmF_B1_R3";1;"WarmS/WarmF";"prunus";"prunus_virginiana";2024;18;3,56;NA
"Prvi_WarmS/WarmF_B1_R4";1;"WarmS/WarmF";"prunus";"prunus_virginiana";2024;11,7;4,29;NA
"Prvi_WarmS/WarmF_B1_R5";1;"WarmS/WarmF";"prunus";"prunus_virginiana";2024;10,4;6,24;"measured shoot is dead, another shoot is measured"
"Prvi_WarmS/WarmF_B2_R6";2;"WarmS/WarmF";"prunus";"prunus_virginiana";2024;34,9;4,75;NA
"Prvi_WarmS/WarmF_B2_R7";2;"WarmS/WarmF";"prunus";"prunus_virginiana";2024;11,9;4,35;"apical shoot died"
"Prvi_WarmS/WarmF_B2_R8";2;"WarmS/WarmF";"prunus";"prunus_virginiana";2024;12,7;5,33;"measurement will probably be invalid, frost damage. Lateral shoot measured for height."
"Prvi_WarmS/WarmF_B2_R9";2;"WarmS/WarmF";"prunus";"prunus_virginiana";2024;32,1;4,34;NA
"Prvi_WarmS/WarmF_B2_R10";2;"WarmS/WarmF";"prunus";"prunus_virginiana";2024;NA;NA;"dead"
"Prvi_WarmS/WarmF_B3_R11";3;"WarmS/WarmF";"prunus";"prunus_virginiana";2024;26;3,29;NA
"Prvi_WarmS/WarmF_B3_R12";3;"WarmS/WarmF";"prunus";"prunus_virginiana";2024;12,8;3,38;NA
"Prvi_WarmS/WarmF_B3_R13";3;"WarmS/WarmF";"prunus";"prunus_virginiana";2024;17,5;4,45;NA
"Prvi_WarmS/WarmF_B3_R14";3;"WarmS/WarmF";"prunus";"prunus_virginiana";2024;12;3,82;NA
"Prvi_WarmS/WarmF_B3_R15";3;"WarmS/WarmF";"prunus";"prunus_virginiana";2024;17,6;4,86;NA
"Prvi_CoolS/CoolF_B1_R1_nitro";1;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2024;16,3;2,9;NA
"Prvi_CoolS/CoolF_B1_R2_nitro";1;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2024;7,6;3,66;"measured shoot from 2024 is dead, second shoot is measured and newly marked. newly measured shoot was also measured for shoot elongation in 2024; main trunk has still living buds and the highest one is the measured height"
"Prvi_CoolS/CoolF_B1_R3_nitro";1;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2024;12,5;4,42;NA
"Prvi_CoolS/CoolF_B1_R4_nitro";1;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2024;5,2;2,62;"measured shoot from 2024 is dead, second shoot is measured and newly marked."
"Prvi_CoolS/CoolF_B1_R5_nitro";1;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2024;14,5;4,29;NA
"Prvi_CoolS/CoolF_B2_R6_nitro";2;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2024;13,5;4,86;NA
"Prvi_CoolS/CoolF_B2_R7_nitro";2;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2024;20;3,46;NA
"Prvi_CoolS/CoolF_B2_R8_nitro";2;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2024;16,3;3,51;NA
"Prvi_CoolS/CoolF_B2_R9_nitro";2;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2024;15,4;3,88;NA
"Prvi_CoolS/CoolF_B2_R10_nitro";2;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2024;16,6;4,08;NA
"Prvi_CoolS/CoolF_B3_R11_nitro";3;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2024;NA;NA;"dead"
"Prvi_CoolS/CoolF_B3_R12_nitro";3;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2024;12,5;3,67;NA
"Prvi_CoolS/CoolF_B3_R13_nitro";3;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2024;16,2;4,12;NA
"Prvi_CoolS/CoolF_B3_R14_nitro";3;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2024;28,1;4,02;NA
"Prvi_CoolS/CoolF_B3_R15_nitro";3;"CoolS/CoolF_nitro";"prunus";"prunus_virginiana";2024;7,9;4,75;"apical shoot died, new lateral shoot measured"
"Prvi_WarmS/WarmF_B1_R1_nitro";1;"WarmS/WarmF_nitro";"prunus";"prunus_virginiana";2024;10,9;2,93;NA
"Prvi_WarmS/WarmF_B1_R2_nitro";1;"WarmS/WarmF_nitro";"prunus";"prunus_virginiana";2024;15,6;3,48;NA
"Prvi_WarmS/WarmF_B1_R3_nitro";1;"WarmS/WarmF_nitro";"prunus";"prunus_virginiana";2024;11,2;2,04;"new shoot measured"
"Prvi_WarmS/WarmF_B1_R4_nitro";1;"WarmS/WarmF_nitro";"prunus";"prunus_virginiana";2024;11,8;6,04;NA
"Prvi_WarmS/WarmF_B1_R5_nitro";1;"WarmS/WarmF_nitro";"prunus";"prunus_virginiana";2024;15,2;3,82;NA
"Prvi_WarmS/WarmF_B2_R6_nitro";2;"WarmS/WarmF_nitro";"prunus";"prunus_virginiana";2024;13,5;3,93;NA
"Prvi_WarmS/WarmF_B2_R7_nitro";2;"WarmS/WarmF_nitro";"prunus";"prunus_virginiana";2024;12,1;3,09;NA
"Prvi_WarmS/WarmF_B2_R8_nitro";2;"WarmS/WarmF_nitro";"prunus";"prunus_virginiana";2024;NA;NA;"lateral shoot snapped off"
"Prvi_WarmS/WarmF_B2_R9_nitro";2;"WarmS/WarmF_nitro";"prunus";"prunus_virginiana";2024;9,8;3,57;NA
"Prvi_WarmS/WarmF_B2_R10_nitro";2;"WarmS/WarmF_nitro";"prunus";"prunus_virginiana";2024;24;5,3;NA
"Prvi_WarmS/WarmF_B3_R11_nitro";3;"WarmS/WarmF_nitro";"prunus";"prunus_virginiana";2024;21;6,47;NA
"Prvi_WarmS/WarmF_B3_R12_nitro";3;"WarmS/WarmF_nitro";"prunus";"prunus_virginiana";2024;24,7;4,17;NA
"Prvi_WarmS/WarmF_B3_R13_nitro";3;"WarmS/WarmF_nitro";"prunus";"prunus_virginiana";2024;17,9;8,14;NA
"Prvi_WarmS/WarmF_B3_R14_nitro";3;"WarmS/WarmF_nitro";"prunus";"prunus_virginiana";2024;10,8;3,64;NA
"Prvi_WarmS/WarmF_B3_R15_nitro";3;"WarmS/WarmF_nitro";"prunus";"prunus_virginiana";2024;10,4;4,27;"apical shoot died, new lateral shoot measured"
"Quma_CoolS/CoolF_B1_R1";1;"CoolS/CoolF";"quercus";"quercus_macrocarpa";2024;27,2;6,49;NA
"Quma_CoolS/CoolF_B1_R2";1;"CoolS/CoolF";"quercus";"quercus_macrocarpa";2024;27,8;9,51;NA
"Quma_CoolS/CoolF_B1_R3";1;"CoolS/CoolF";"quercus";"quercus_macrocarpa";2024;31,1;5,75;NA
"Quma_CoolS/CoolF_B1_R4";1;"CoolS/CoolF";"quercus";"quercus_macrocarpa";2024;39,1;8,97;NA
"Quma_CoolS/CoolF_B1_R5";1;"CoolS/CoolF";"quercus";"quercus_macrocarpa";2024;23,3;6,89;NA
"Quma_CoolS/CoolF_B2_R6";2;"CoolS/CoolF";"quercus";"quercus_macrocarpa";2024;38,6;7,99;NA
"Quma_CoolS/CoolF_B2_R7";2;"CoolS/CoolF";"quercus";"quercus_macrocarpa";2024;46,3;8,7;NA
"Quma_CoolS/CoolF_B2_R8";2;"CoolS/CoolF";"quercus";"quercus_macrocarpa";2024;44,3;8,63;NA
"Quma_CoolS/CoolF_B2_R9";2;"CoolS/CoolF";"quercus";"quercus_macrocarpa";2024;25,1;5,03;NA
"Quma_CoolS/CoolF_B2_R10";2;"CoolS/CoolF";"quercus";"quercus_macrocarpa";2024;27;7,31;NA
"Quma_CoolS/CoolF_B3_R11";3;"CoolS/CoolF";"quercus";"quercus_macrocarpa";2024;24;7,39;"apical shoot died, new lateral shoot measured"
"Quma_CoolS/CoolF_B3_R12";3;"CoolS/CoolF";"quercus";"quercus_macrocarpa";2024;43;7,76;NA
"Quma_CoolS/CoolF_B3_R13";3;"CoolS/CoolF";"quercus";"quercus_macrocarpa";2024;48,6;7,99;NA
"Quma_CoolS/CoolF_B3_R14";3;"CoolS/CoolF";"quercus";"quercus_macrocarpa";2024;21,9;6,2;NA
"Quma_CoolS/CoolF_B3_R15";3;"CoolS/CoolF";"quercus";"quercus_macrocarpa";2024;33,9;9,66;NA
"Quma_WarmS/CoolF_B1_R1";1;"WarmS/CoolF";"quercus";"quercus_macrocarpa";2024;28,9;6,11;NA
"Quma_WarmS/CoolF_B1_R2";1;"WarmS/CoolF";"quercus";"quercus_macrocarpa";2024;32;6,31;NA
"Quma_WarmS/CoolF_B1_R3";1;"WarmS/CoolF";"quercus";"quercus_macrocarpa";2024;25,1;5,22;NA
"Quma_WarmS/CoolF_B1_R4";1;"WarmS/CoolF";"quercus";"quercus_macrocarpa";2024;19,8;5,88;NA
"Quma_WarmS/CoolF_B1_R5";1;"WarmS/CoolF";"quercus";"quercus_macrocarpa";2024;26,7;6,65;NA
"Quma_WarmS/CoolF_B2_R6";2;"WarmS/CoolF";"quercus";"quercus_macrocarpa";2024;31,1;6,99;NA
"Quma_WarmS/CoolF_B2_R7";2;"WarmS/CoolF";"quercus";"quercus_macrocarpa";2024;26,3;6,86;NA
"Quma_WarmS/CoolF_B2_R8";2;"WarmS/CoolF";"quercus";"quercus_macrocarpa";2024;28,3;6,71;NA
"Quma_WarmS/CoolF_B2_R9";2;"WarmS/CoolF";"quercus";"quercus_macrocarpa";2024;27,7;7,83;NA
"Quma_WarmS/CoolF_B2_R10";2;"WarmS/CoolF";"quercus";"quercus_macrocarpa";2024;21,2;5,51;NA
"Quma_WarmS/CoolF_B3_R11";3;"WarmS/CoolF";"quercus";"quercus_macrocarpa";2024;24,6;8,41;NA
"Quma_WarmS/CoolF_B3_R12";3;"WarmS/CoolF";"quercus";"quercus_macrocarpa";2024;27,9;4,8;NA
"Quma_WarmS/CoolF_B3_R13";3;"WarmS/CoolF";"quercus";"quercus_macrocarpa";2024;33,4;6,13;NA
"Quma_WarmS/CoolF_B3_R14";3;"WarmS/CoolF";"quercus";"quercus_macrocarpa";2024;28,4;8,39;NA
"Quma_WarmS/CoolF_B3_R15";3;"WarmS/CoolF";"quercus";"quercus_macrocarpa";2024;27,1;6,07;NA
"Quma_CoolS/WarmF_B1_R1";1;"CoolS/WarmF";"quercus";"quercus_macrocarpa";2024;34,3;8,48;NA
"Quma_CoolS/WarmF_B1_R2";1;"CoolS/WarmF";"quercus";"quercus_macrocarpa";2024;37,2;6,9;NA
"Quma_CoolS/WarmF_B1_R3";1;"CoolS/WarmF";"quercus";"quercus_macrocarpa";2024;25,4;6,95;NA
"Quma_CoolS/WarmF_B1_R4";1;"CoolS/WarmF";"quercus";"quercus_macrocarpa";2024;34,5;7,47;NA
"Quma_CoolS/WarmF_B1_R5";1;"CoolS/WarmF";"quercus";"quercus_macrocarpa";2024;23,1;6,5;NA
"Quma_CoolS/WarmF_B2_R6";2;"CoolS/WarmF";"quercus";"quercus_macrocarpa";2024;28,7;6,38;NA
"Quma_CoolS/WarmF_B2_R7";2;"CoolS/WarmF";"quercus";"quercus_macrocarpa";2024;40,3;5,96;NA
"Quma_CoolS/WarmF_B2_R8";2;"CoolS/WarmF";"quercus";"quercus_macrocarpa";2024;45,4;6,06;NA
"Quma_CoolS/WarmF_B2_R9";2;"CoolS/WarmF";"quercus";"quercus_macrocarpa";2024;53,9;8,32;NA
"Quma_CoolS/WarmF_B2_R10";2;"CoolS/WarmF";"quercus";"quercus_macrocarpa";2024;24,2;6,95;NA
"Quma_CoolS/WarmF_B3_R11";3;"CoolS/WarmF";"quercus";"quercus_macrocarpa";2024;21,6;5,08;NA
"Quma_CoolS/WarmF_B3_R12";3;"CoolS/WarmF";"quercus";"quercus_macrocarpa";2024;35;7,06;NA
"Quma_CoolS/WarmF_B3_R13";3;"CoolS/WarmF";"quercus";"quercus_macrocarpa";2024;24,9;5,28;"apical shoot snapped off"
"Quma_CoolS/WarmF_B3_R14";3;"CoolS/WarmF";"quercus";"quercus_macrocarpa";2024;NA;NA;"dead"
"Quma_CoolS/WarmF_B3_R15";3;"CoolS/WarmF";"quercus";"quercus_macrocarpa";2024;30,9;8,52;NA
"Quma_WarmS/WarmF_B1_R1";1;"WarmS/WarmF";"quercus";"quercus_macrocarpa";2024;30,1;6,49;NA
"Quma_WarmS/WarmF_B1_R2";1;"WarmS/WarmF";"quercus";"quercus_macrocarpa";2024;37,8;6,02;NA
"Quma_WarmS/WarmF_B1_R3";1;"WarmS/WarmF";"quercus";"quercus_macrocarpa";2024;29;5,86;NA
"Quma_WarmS/WarmF_B1_R4";1;"WarmS/WarmF";"quercus";"quercus_macrocarpa";2024;39,3;6,93;NA
"Quma_WarmS/WarmF_B1_R5";1;"WarmS/WarmF";"quercus";"quercus_macrocarpa";2024;31,1;9,27;NA
"Quma_WarmS/WarmF_B2_R6";2;"WarmS/WarmF";"quercus";"quercus_macrocarpa";2024;NA;NA;"dead"
"Quma_WarmS/WarmF_B2_R7";2;"WarmS/WarmF";"quercus";"quercus_macrocarpa";2024;30;5,17;"measured lateral shoot snapped off"
"Quma_WarmS/WarmF_B2_R8";2;"WarmS/WarmF";"quercus";"quercus_macrocarpa";2024;30,8;6,14;NA
"Quma_WarmS/WarmF_B2_R9";2;"WarmS/WarmF";"quercus";"quercus_macrocarpa";2024;21,6;6,51;NA
"Quma_WarmS/WarmF_B2_R10";2;"WarmS/WarmF";"quercus";"quercus_macrocarpa";2024;26,8;6,08;NA
"Quma_WarmS/WarmF_B3_R11";3;"WarmS/WarmF";"quercus";"quercus_macrocarpa";2024;33,8;5,88;NA
"Quma_WarmS/WarmF_B3_R12";3;"WarmS/WarmF";"quercus";"quercus_macrocarpa";2024;25,3;6,18;NA
"Quma_WarmS/WarmF_B3_R13";3;"WarmS/WarmF";"quercus";"quercus_macrocarpa";2024;34,1;8,26;NA
"Quma_WarmS/WarmF_B3_R14";3;"WarmS/WarmF";"quercus";"quercus_macrocarpa";2024;18,9;4,71;"apical shoot died, new lateral shoot measured"
"Quma_WarmS/WarmF_B3_R15";3;"WarmS/WarmF";"quercus";"quercus_macrocarpa";2024;26,6;4,83;NA
"Quma_CoolS/CoolF_B1_R1_nitro";1;"CoolS/CoolF_nitro";"quercus";"quercus_macrocarpa";2024;23,7;9,83;NA
"Quma_CoolS/CoolF_B1_R2_nitro";1;"CoolS/CoolF_nitro";"quercus";"quercus_macrocarpa";2024;31,2;6,16;NA
"Quma_CoolS/CoolF_B1_R3_nitro";1;"CoolS/CoolF_nitro";"quercus";"quercus_macrocarpa";2024;37,4;7,09;NA
"Quma_CoolS/CoolF_B1_R4_nitro";1;"CoolS/CoolF_nitro";"quercus";"quercus_macrocarpa";2024;28,4;7,97;NA
"Quma_CoolS/CoolF_B1_R5_nitro";1;"CoolS/CoolF_nitro";"quercus";"quercus_macrocarpa";2024;31,8;8,56;NA
"Quma_CoolS/CoolF_B2_R6_nitro";2;"CoolS/CoolF_nitro";"quercus";"quercus_macrocarpa";2024;36,2;6,34;NA
"Quma_CoolS/CoolF_B2_R7_nitro";2;"CoolS/CoolF_nitro";"quercus";"quercus_macrocarpa";2024;28;7,47;NA
"Quma_CoolS/CoolF_B2_R8_nitro";2;"CoolS/CoolF_nitro";"quercus";"quercus_macrocarpa";2024;28,4;6,58;NA
"Quma_CoolS/CoolF_B2_R9_nitro";2;"CoolS/CoolF_nitro";"quercus";"quercus_macrocarpa";2024;25,3;5,7;"double checked measurement but still lower than last year"
"Quma_CoolS/CoolF_B2_R10_nitro";2;"CoolS/CoolF_nitro";"quercus";"quercus_macrocarpa";2024;38,6;7,79;NA
"Quma_CoolS/CoolF_B3_R11_nitro";3;"CoolS/CoolF_nitro";"quercus";"quercus_macrocarpa";2024;24,8;6,73;NA
"Quma_CoolS/CoolF_B3_R12_nitro";3;"CoolS/CoolF_nitro";"quercus";"quercus_macrocarpa";2024;26,9;8,4;NA
"Quma_CoolS/CoolF_B3_R13_nitro";3;"CoolS/CoolF_nitro";"quercus";"quercus_macrocarpa";2024;26,4;7,51;NA
"Quma_CoolS/CoolF_B3_R14_nitro";3;"CoolS/CoolF_nitro";"quercus";"quercus_macrocarpa";2024;38,1;10,65;NA
"Quma_CoolS/CoolF_B3_R15_nitro";3;"CoolS/CoolF_nitro";"quercus";"quercus_macrocarpa";2024;41,6;8,42;NA
"Quma_WarmS/WarmF_B1_R1_nitro";1;"WarmS/WarmF_nitro";"quercus";"quercus_macrocarpa";2024;34,8;6,43;NA
"Quma_WarmS/WarmF_B1_R2_nitro";1;"WarmS/WarmF_nitro";"quercus";"quercus_macrocarpa";2024;22,6;5,71;NA
"Quma_WarmS/WarmF_B1_R3_nitro";1;"WarmS/WarmF_nitro";"quercus";"quercus_macrocarpa";2024;27,9;5,84;NA
"Quma_WarmS/WarmF_B1_R4_nitro";1;"WarmS/WarmF_nitro";"quercus";"quercus_macrocarpa";2024;26,7;6,09;NA
"Quma_WarmS/WarmF_B1_R5_nitro";1;"WarmS/WarmF_nitro";"quercus";"quercus_macrocarpa";2024;28,4;7,24;NA
"Quma_WarmS/WarmF_B2_R6_nitro";2;"WarmS/WarmF_nitro";"quercus";"quercus_macrocarpa";2024;28,3;6,26;NA
"Quma_WarmS/WarmF_B2_R7_nitro";2;"WarmS/WarmF_nitro";"quercus";"quercus_macrocarpa";2024;32,8;6,54;NA
"Quma_WarmS/WarmF_B2_R8_nitro";2;"WarmS/WarmF_nitro";"quercus";"quercus_macrocarpa";2024;25,5;9,25;NA
"Quma_WarmS/WarmF_B2_R9_nitro";2;"WarmS/WarmF_nitro";"quercus";"quercus_macrocarpa";2024;37,7;6,99;NA
"Quma_WarmS/WarmF_B2_R10_nitro";2;"WarmS/WarmF_nitro";"quercus";"quercus_macrocarpa";2024;27,7;4,91;NA
"Quma_WarmS/WarmF_B3_R11_nitro";3;"WarmS/WarmF_nitro";"quercus";"quercus_macrocarpa";2024;26,7;6,06;NA
"Quma_WarmS/WarmF_B3_R12_nitro";3;"WarmS/WarmF_nitro";"quercus";"quercus_macrocarpa";2024;32,1;6,97;NA
"Quma_WarmS/WarmF_B3_R13_nitro";3;"WarmS/WarmF_nitro";"quercus";"quercus_macrocarpa";2024;29,2;6,92;NA
"Quma_WarmS/WarmF_B3_R14_nitro";3;"WarmS/WarmF_nitro";"quercus";"quercus_macrocarpa";2024;32,2;6,06;NA
"Quma_WarmS/WarmF_B3_R15_nitro";3;"WarmS/WarmF_nitro";"quercus";"quercus_macrocarpa";2024;25,9;5,74;NA
"Segi_CoolS/CoolF_B1_R1";1;"CoolS/CoolF";"sequoiadendron";"sequoiadendron_giganteum";2024;NA;7,78;"dead"
"Segi_CoolS/CoolF_B1_R2";1;"CoolS/CoolF";"sequoiadendron";"sequoiadendron_giganteum";2024;NA;6,48;NA
"Segi_CoolS/CoolF_B1_R3";1;"CoolS/CoolF";"sequoiadendron";"sequoiadendron_giganteum";2024;NA;10,32;"dead"
"Segi_CoolS/CoolF_B1_R4";1;"CoolS/CoolF";"sequoiadendron";"sequoiadendron_giganteum";2024;18,2;6,68;NA
"Segi_CoolS/CoolF_B1_R5";1;"CoolS/CoolF";"sequoiadendron";"sequoiadendron_giganteum";2024;19,5;7,45;NA
