tree_ID,bloc,treatment,genus,species,Note,248_1,248_2,248_3,248_percent,255_1,255_2,255_3,255_percent,262_1,262_2,262_3,262_percent,269_1,269_2,269_3,269_percent,276_1,276_2,276_3,276_percent,283_1,283_2,283_3,283_percent
Bepa_CoolS/CoolF_B2_R6_nitro,2,CoolS/CoolF_nitro,betula,betula_papyrifera,,7.7,4.1,3.3,80,6.1,7,5,50,7.3,3.2,4.3,50,5.3,4.8,6.9,50,23.5,11.4,3.7,50,3.2,6.1,1.8,10
Bepa_CoolS/CoolF_B2_R7_nitro,2,CoolS/CoolF_nitro,betula,betula_papyrifera,doy276: general comment dead apical shoots,4.4,40.4,12.1,100,15.1,15.6,13.7,95,18.7,14.1,17.5,90,15.8,15.1,8,80,32.9,30,35.9,80,20.8,31.6,8.5,70
Bepa_CoolS/CoolF_B2_R8_nitro,2,CoolS/CoolF_nitro,betula,betula_papyrifera,,9,4.7,2.6,70,11.7,7.1,3.6,50,5.9,4.7,1.4,50,4.5,1.5,4.5,50,19,3.1,3.9,20,10,6.9,5.3,5
Bepa_CoolS/CoolF_B2_R9_nitro,2,CoolS/CoolF_nitro,betula,betula_papyrifera,,11.1,2.5,3.3,60,5.9,3.2,2.8,50,6.4,3.2,3.6,50,6.3,2.8,4,50,24.1,11.1,1.9,40,12.7,1.1,1,10
Bepa_CoolS/CoolF_B2_R10_nitro,2,CoolS/CoolF_nitro,betula,betula_papyrifera,,2.2,10.8,6.2,80,11.5,7.7,5.5,80,10.2,10.9,10.4,80,8.6,9.3,8.6,70,29.3,22.2,7.3,70,26.1,26.2,21.9,50
Bepa_CoolS/CoolF_B3_R11_nitro,3,CoolS/CoolF_nitro,betula,betula_papyrifera,,13.3,7.9,8,90,8.3,8.6,5.9,90,10.9,10.4,7.9,80,10.7,9.5,7.1,80,14,10.9,34,70,30.1,3.3,1.4,60
Bepa_CoolS/CoolF_B3_R12_nitro,3,CoolS/CoolF_nitro,betula,betula_papyrifera,doy255: doy248 measurement percent wrong,21.8,7.5,4.9,60,21,14.3,5.8,80,7.2,19.4,14.6,80,9.1,9.3,16.1,80,42.1,14.5,18.5,80,35.8,4.1,30.6,60
Bepa_CoolS/CoolF_B3_R13_nitro,3,CoolS/CoolF_nitro,betula,betula_papyrifera,doy283: cant measure chl,18.1,7,6.6,70,5.2,7.3,7.1,70,6.9,6.6,7.2,70,2.4,3.5,12.4,50,1.5,12.4,16.5,30,na,na,na,5
Bepa_CoolS/CoolF_B3_R14_nitro,3,CoolS/CoolF_nitro,betula,betula_papyrifera,doy283: last leaves fell,12.8,6.6,10.4,80,10.3,6.4,9.1,80,10.6,5.2,9.8,70,1.4,7,3.5,30,32,21.3,15.2,20,na,na,na,0
Bepa_CoolS/CoolF_B3_R15_nitro,3,CoolS/CoolF_nitro,betula,betula_papyrifera,,11.5,5,6.7,50,8.1,7.4,7.9,50,8.2,7.4,6.2,50,6.5,9.3,6.8,50,3.1,14.4,3.9,50,25.1,9.5,5.3,20
Bepa_CoolS/WarmF_B1_R1,1,CoolS/WarmF,betula,betula_papyrifera,,7.8,4.3,2.9,80,6.5,8.5,5.5,70,5.2,3.8,2.7,70,4.1,4.8,4.5,60,22,8,15,50,12.4,13.4,16.2,40
Bepa_CoolS/WarmF_B1_R2,1,CoolS/WarmF,betula,betula_papyrifera,,22.1,12.6,12.7,95,19.4,25.5,9.3,90,13.9,10.4,18.9,90,9,9.6,7.5,70,29.3,36.8,23.2,70,31.5,27.3,25,60
Bepa_CoolS/WarmF_B1_R3,1,CoolS/WarmF,betula,betula_papyrifera,,11.4,10.8,2.1,80,7.3,6.3,6.4,80,6,6.1,7.6,70,5.4,4.3,4.5,70,18.4,16.8,19.1,60,14.2,16.5,13.7,40
Bepa_CoolS/WarmF_B1_R4,1,CoolS/WarmF,betula,betula_papyrifera,,12.2,7.2,3.1,90,10.2,5.7,1.5,70,7.5,3,3.4,70,6.7,4.1,5.1,70,16.2,19.5,15.6,70,10.8,15.9,7.3,50
Bepa_CoolS/WarmF_B1_R5,1,CoolS/WarmF,betula,betula_papyrifera,,9.8,9.4,6.4,90,8.9,8.7,6.8,90,6.8,4.6,7.3,80,6.2,5.8,5,70,20.3,18,15.9,60,18,16,3.7,50
Bepa_CoolS/WarmF_B2_R6,2,CoolS/WarmF,betula,betula_papyrifera,,7.3,3.6,4.1,70,2.9,2.9,4.2,70,2.4,4,2.2,70,2.4,1.1,3.3,60,6.7,12.7,8.6,60,9.7,10,21.1,50
Bepa_CoolS/WarmF_B2_R7,2,CoolS/WarmF,betula,betula_papyrifera,,7.4,5.1,4.9,90,6.3,5.6,4.8,80,5.9,3.9,4.1,80,,,,70,22.8,17.8,9.8,70,18.6,0.2,19,40
Bepa_CoolS/WarmF_B2_R8,2,CoolS/WarmF,betula,betula_papyrifera,,7.8,5.8,5.2,60,8.1,6,4.3,60,5.4,3.6,4,50,,,,40,15,9.7,10.1,40,3.9,9.9,9.1,20
Bepa_CoolS/WarmF_B2_R9,2,CoolS/WarmF,betula,betula_papyrifera,,6.3,4.6,3.1,80,5,3.3,4.5,60,2.7,4.9,2.9,40,,,,20,15,11.1,8.9,10,10.8,4.5,15.4,10
Bepa_CoolS/WarmF_B2_R10,2,CoolS/WarmF,betula,betula_papyrifera,,8.2,4.3,3.2,70,5.2,7.2,2,50,4.1,1.7,3.7,50,,,,30,14.6,15,5.9,20,10.8,6.3,15.2,20
Bepa_CoolS/WarmF_B3_R11,3,CoolS/WarmF,betula,betula_papyrifera,,19.8,13.1,6.3,90,13.6,9.9,8.9,90,11.2,12.6,6.4,80,,,,60,24.6,13.2,27.5,50,19.2,20.1,19.1,30
Bepa_CoolS/WarmF_B3_R12,3,CoolS/WarmF,betula,betula_papyrifera,,24.5,18.1,1.3,80,23.9,14.1,3.4,80,6.2,15.3,12,80,,,,70,33.7,31.6,30,60,27.8,1.9,24.4,40
Bepa_CoolS/WarmF_B3_R13,3,CoolS/WarmF,betula,betula_papyrifera,,9.4,9.7,5.9,80,12.8,9.4,3.2,80,4.8,10.6,12.7,70,,,,60,28.3,21.5,32.9,40,27.6,4.3,26.1,30
Bepa_CoolS/WarmF_B3_R14,3,CoolS/WarmF,betula,betula_papyrifera,,17.5,14.8,1.5,80,9.7,12.3,8.4,80,9,15.7,4.5,70,,,,70,40.6,32.7,6.8,50,14.4,31.7,27.7,50
Bepa_CoolS/WarmF_B3_R15,3,CoolS/WarmF,betula,betula_papyrifera,,11.1,8.3,11.6,70,8.1,13,6.3,70,7.4,6.7,7.5,60,,,,50,17.9,30.4,18.4,40,10.4,25.3,17.2,40
Bepa_WarmS/CoolF_B1_R1,1,WarmS/CoolF,betula,betula_papyrifera,,12.9,3,2.7,70,14.5,11.2,5.5,50,2.4,4.6,2.4,50,11.2,14.7,1.2,50,33.7,6.6,25.5,40,31.9,15.7,1.1,30
Bepa_WarmS/CoolF_B1_R2,1,WarmS/CoolF,betula,betula_papyrifera,,15,5.2,4.3,90,14,5.9,5.3,90,4.9,4.8,4.4,80,12.3,7.8,7.4,70,27.1,24.2,1,60,22.1,18.7,15.2,40
Bepa_WarmS/CoolF_B1_R3,1,WarmS/CoolF,betula,betula_papyrifera,,16.6,6.9,3.4,80,14.3,11.8,5.6,80,7.5,6.4,4.8,70,10.6,13.7,9.1,60,24.8,8.9,0.3,60,31.1,16.4,9.3,50
Bepa_WarmS/CoolF_B1_R4,1,WarmS/CoolF,betula,betula_papyrifera,,7.2,4.6,1.1,40,13.6,1.6,4.2,40,7.2,11.1,2.2,40,10.4,1.9,1.1,30,22.5,1.9,7,20,9.5,0.2,1.5,5
Bepa_WarmS/CoolF_B1_R5,1,WarmS/CoolF,betula,betula_papyrifera,,6.7,7.2,5.9,95,7.1,6.8,8.3,95,6.2,7.3,4.3,90,4.7,6.3,6.2,70,19.2,4.7,10.9,50,1.7,11.4,1.1,10
Bepa_WarmS/CoolF_B2_R6,2,WarmS/CoolF,betula,betula_papyrifera,doy255: doy248 measurement percent wrong; doy283: no green leaves,6.2,8.7,1.9,20,9.9,1.2,4.8,40,6.4,1.2,6.5,30,5.4,8.4,4.4,30,9,12.1,2.6,10,na,na,na,0
Bepa_WarmS/CoolF_B2_R7,2,WarmS/CoolF,betula,betula_papyrifera,,5.9,4.7,4,80,5.5,7.7,4.4,60,5.3,4.8,3.9,50,6.2,6.5,1.1,50,23.9,1.8,0.6,20,3.1,20.1,0.6,10
Bepa_WarmS/CoolF_B2_R8,2,WarmS/CoolF,betula,betula_papyrifera,,13.3,4.9,5.1,80,11.7,5.2,4.5,50,9.2,1.3,4.6,40,8.8,11.5,7.9,40,27.4,19.2,0,30,20.7,27.6,15.4,20
Bepa_WarmS/CoolF_B2_R9,2,WarmS/CoolF,betula,betula_papyrifera,,8.6,5.3,3.7,70,8.9,4.5,6.8,60,9.8,3.5,1.8,40,9.3,5.2,3.6,30,23.8,16.7,6.6,20,26.1,3.9,16.4,10
Bepa_WarmS/CoolF_B2_R10,2,WarmS/CoolF,betula,betula_papyrifera,doy269: last percentage wrong?,20.8,7.8,8.8,40,23.4,10.5,4.1,40,6.8,3.3,4,30,14.2,2.3,11,30,39.3,7.9,6.3,30,35.3,3.3,24.4,20
Bepa_WarmS/CoolF_B3_R11,3,WarmS/CoolF,betula,betula_papyrifera,doy276: last leaves fell,30.9,13.7,10.9,90,28.2,15.8,10.1,70,13.6,25.8,8.5,60,na,na,na,0,na,na,na,0,na,na,na,0
Bepa_WarmS/CoolF_B3_R12,3,WarmS/CoolF,betula,betula_papyrifera,,13.2,6.3,11.1,60,12.6,9.9,8.8,60,5.9,2.4,15.1,60,12.9,3.9,1.4,20,24.3,20.5,19.8,20,34.3,24.6,4,20
Bepa_WarmS/CoolF_B3_R13,3,WarmS/CoolF,betula,betula_papyrifera,,12.2,5.4,3.1,70,10.2,5.3,4.3,50,1.9,9.3,7.1,50,5.4,4.5,9,50,20.7,9.7,12.5,50,27.3,8.5,0.2,20
Bepa_WarmS/CoolF_B3_R14,3,WarmS/CoolF,betula,betula_papyrifera,doy255: doy248 measurement percent wrong,12,7.3,4.9,19.2,8.6,14.1,13.9,50,10.5,3,2.9,40,10.3,1.2,5.8,30,25.5,21.1,2.3,30,20.7,3.9,10.7,20
Bepa_WarmS/CoolF_B3_R15,3,WarmS/CoolF,betula,betula_papyrifera,,5.2,5.8,11.6,80,14,10,4.2,80,16.5,2.7,17.9,60,12.5,3.9,1,60,31.4,21.9,21.1,30,4.8,7.3,4.3,5
Bepa_WarmS/WarmF_B1_R1,1,WarmS/WarmF,betula,betula_papyrifera,,4.3,8.3,4.1,80,6,3.4,3.1,80,2.2,5.6,2.4,60,4.4,1.9,1.9,50,15.9,4.7,3.4,50,11.1,5,14.9,30
Bepa_WarmS/WarmF_B1_R2,1,WarmS/WarmF,betula,betula_papyrifera,,13.1,4,1.4,70,9.2,4.8,4.2,70,8.9,3.6,5.4,70,7.8,5,2.5,60,13.6,11.2,19.7,50,17.2,7.4,6.3,40
Bepa_WarmS/WarmF_B1_R3,1,WarmS/WarmF,betula,betula_papyrifera,,14,6.7,5.1,50,7.1,14,4.3,50,9.5,2.8,1.6,50,10,2.7,5.2,50,32,17,2,30,26.6,0.6,12.2,30
Bepa_WarmS/WarmF_B1_R4,1,WarmS/WarmF,betula,betula_papyrifera,,10.3,4.9,1.2,70,5.1,5.4,5.5,70,4.4,9.4,5.8,70,5.3,8.2,4.2,70,21.4,20,15.3,50,13.3,11.1,23.1,40
Bepa_WarmS/WarmF_B1_R5,1,WarmS/WarmF,betula,betula_papyrifera,,8.5,3.4,3,20,3.9,6.1,2.3,20,3.9,3.2,2.9,20,1.9,3.2,2.7,20,9.2,9.4,0.7,20,5.6,9.3,0.5,10
Bepa_WarmS/WarmF_B2_R6,2,WarmS/WarmF,betula,betula_papyrifera,,12.6,4.1,2.7,50,6.7,7.9,1.2,50,6.1,1.7,4.6,50,3,5.2,2.3,40,19.4,15.5,10,30,11.1,8.7,9.9,10
Bepa_WarmS/WarmF_B2_R7,2,WarmS/WarmF,betula,betula_papyrifera,,7.4,6.5,5.8,90,5.6,4.9,3.9,80,6.2,6.4,2.2,60,4.4,5.2,4,60,13.5,16.4,17.1,60,14.5,9.2,14.5,50
Bepa_WarmS/WarmF_B2_R8,2,WarmS/WarmF,betula,betula_papyrifera,,11.8,5.1,3.8,30,9.5,6.5,5.2,30,2.2,4.9,1.9,30,4.1,3.3,5.7,30,2.1,14.7,9.7,30,15.4,10.5,13.3,20
Bepa_WarmS/WarmF_B2_R9,2,WarmS/WarmF,betula,betula_papyrifera,,16.8,5.2,9.7,60,3.8,5.3,7.5,60,4.1,2.9,5.9,60,3,3.8,4,50,12.8,7.4,10.1,50,11.2,6.7,10.9,50
Bepa_WarmS/WarmF_B2_R10,2,WarmS/WarmF,betula,betula_papyrifera,,5.3,4.3,3.2,60,2.6,3,4.8,60,4,2,2.3,50,4,4.4,2.5,40,12,0.7,10.5,30,10.1,12.3,0.6,20
Bepa_WarmS/WarmF_B3_R11,3,WarmS/WarmF,betula,betula_papyrifera,,9.3,8.7,6.7,60,7.3,7.7,2.2,60,5.4,6,5.3,60,4.7,4.6,6.7,60,16.9,19.3,22.5,60,12.9,13.4,22.8,60
Bepa_WarmS/WarmF_B3_R12,3,WarmS/WarmF,betula,betula_papyrifera,,19.1,8.9,8.6,70,7.5,6.8,2.7,70,14.1,7.3,1.2,50,5,13.3,7.9,50,22.4,32.8,25,50,31.2,14,16.6,50
Bepa_WarmS/WarmF_B3_R13,3,WarmS/WarmF,betula,betula_papyrifera,,7.1,10.5,7.8,60,6.7,6.8,7.8,60,5.9,3.9,7,60,5.4,4.6,3.9,60,16.1,18.5,15.3,60,17.3,14.8,6.7,60
Bepa_WarmS/WarmF_B3_R14,3,WarmS/WarmF,betula,betula_papyrifera,,16.2,18.9,5.3,70,11.3,2.4,1.6,70,7.9,8.7,8.9,70,8.3,7.8,5.3,50,17.4,22,24.1,50,26.7,26.1,12.9,50
Bepa_WarmS/WarmF_B3_R15,3,WarmS/WarmF,betula,betula_papyrifera,,13.7,6.4,5,70,12,1.7,7.7,70,4.5,8.8,4.9,70,8.6,12.6,7.9,70,20.6,25.9,27.6,70,16.3,22.1,27.9,60
Bepa_WarmS/WarmF_B1_R1_nitro,1,WarmS/WarmF_nitro,betula,betula_papyrifera,,11.5,5,3.5,95,5.9,7.2,4.4,80,8,4.1,4,80,5,4,1.1,70,18.6,14,12.8,60,11,12,16,50
Bepa_WarmS/WarmF_B1_R2_nitro,1,WarmS/WarmF_nitro,betula,betula_papyrifera,,14.7,13.3,10.6,80,5.7,10.5,10.1,80,4.9,3.8,9.1,80,6.3,5.8,9.3,80,8.9,30.6,26.4,60,25.2,24.1,19,60
Bepa_WarmS/WarmF_B1_R3_nitro,1,WarmS/WarmF_nitro,betula,betula_papyrifera,,8.1,3.3,1.9,30,6.1,3.8,3.6,30,5.2,2.9,3.3,30,4,1.6,2.8,30,4.8,12.1,4.6,30,14.4,9.6,7.1,20
Bepa_WarmS/WarmF_B1_R4_nitro,1,WarmS/WarmF_nitro,betula,betula_papyrifera,,12.4,4.4,6.3,90,5.8,7.7,14.5,90,8.3,4.4,6.2,80,6.5,4.1,1.9,70,21.5,24.6,15.6,60,21.9,10.4,15.6,50
Bepa_WarmS/WarmF_B1_R5_nitro,1,WarmS/WarmF_nitro,betula,betula_papyrifera,,9.4,7.8,7.9,95,7.7,11,7.8,90,7.1,5.5,6.3,90,6.6,5.5,4.3,90,19.7,19.5,19.6,80,18.9,16.2,12.8,70
Bepa_WarmS/WarmF_B2_R6_nitro,2,WarmS/WarmF_nitro,betula,betula_papyrifera,,7.7,5.4,5.6,80,8.6,7.1,5.5,80,6.7,5.2,10,80,5.7,3.8,7.2,70,19.7,20.2,16.2,70,23,11.9,12.4,60
Bepa_WarmS/WarmF_B2_R7_nitro,2,WarmS/WarmF_nitro,betula,betula_papyrifera,,5.9,7.2,5.7,70,3.7,3.6,5.2,70,1.4,2.6,8,50,7.1,1.9,3.9,50,24.4,3.5,3,40,23.4,4.6,11.8,20
Bepa_WarmS/WarmF_B2_R8_nitro,2,WarmS/WarmF_nitro,betula,betula_papyrifera,,5.8,2.8,3.7,50,6.2,5,1.9,50,3.5,2.9,3.2,50,3.9,1.7,2.8,40,5.2,10.8,9.3,40,8.3,6.7,10,20
Bepa_WarmS/WarmF_B2_R9_nitro,2,WarmS/WarmF_nitro,betula,betula_papyrifera,doy255: doy248 measurement percent wrong,9.8,3.6,4.2,30,5.8,8.6,9.1,80,7.9,6.5,5.4,60,5.5,5.3,4.6,60,22.6,16.6,11.5,50,10.9,13.2,21.1,30
Bepa_WarmS/WarmF_B2_R10_nitro,2,WarmS/WarmF_nitro,betula,betula_papyrifera,,7.8,3.9,3.9,70,14.8,11.9,3.7,70,9.1,9,2.5,60,7.2,7.1,2.2,60,25.1,20.7,3.1,50,16.3,21.6,12.3,50
Bepa_WarmS/WarmF_B3_R11_nitro,3,WarmS/WarmF_nitro,betula,betula_papyrifera,,13.8,6.6,6.8,80,10.5,6.2,4.9,80,6.7,5.9,6.7,70,2,11.8,5.1,60,24.3,12,19.4,60,7.9,12.7,14.2,40
Bepa_WarmS/WarmF_B3_R12_nitro,3,WarmS/WarmF_nitro,betula,betula_papyrifera,,8.4,5.9,4.1,40,10.6,4.5,15.7,40,10.1,4.6,10,40,8.1,8.8,2.3,40,36.8,23.9,20.9,40,27,36.7,2.4,40
Bepa_WarmS/WarmF_B3_R13_nitro,3,WarmS/WarmF_nitro,betula,betula_papyrifera,,21.2,17.3,5.3,50,10.8,7.7,4.9,50,3.4,12.4,13.6,50,12.8,3.6,18.3,50,21.3,16.9,23.3,40,30.8,28.2,1.3,20
Bepa_WarmS/WarmF_B3_R14_nitro,3,WarmS/WarmF_nitro,betula,betula_papyrifera,,17,9.9,5.6,80,7.7,5.8,4.8,70,13.3,7.6,5,70,6.4,11,3.5,60,30,25.6,14.9,50,28.4,20.1,10.6,30
Bepa_WarmS/WarmF_B3_R15_nitro,3,WarmS/WarmF_nitro,betula,betula_papyrifera,,20.1,6.4,13.8,20,10.7,9.5,8.3,10,9.4,17.1,6.4,10,12,11.3,5.7,10,30,35.2,31.1,10,17.8,14.6,4.8,5
Pist_CoolS/CoolF_B1_R1,1,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B1_R2,1,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B1_R3,1,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B1_R4,1,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B1_R5,1,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B2_R6,2,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B2_R7,2,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B2_R8,2,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B2_R9,2,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B2_R10,2,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B3_R11,3,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B3_R12,3,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B3_R13,3,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B3_R14,3,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B3_R15,3,CoolS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B1_R1_nitro,1,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B1_R2_nitro,1,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B1_R3_nitro,1,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B1_R4_nitro,1,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B1_R5_nitro,1,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B2_R6_nitro,2,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B2_R7_nitro,2,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B2_R8_nitro,2,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B2_R9_nitro,2,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B2_R10_nitro,2,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B3_R11_nitro,3,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B3_R12_nitro,3,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B3_R13_nitro,3,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B3_R14_nitro,3,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/CoolF_B3_R15_nitro,3,CoolS/CoolF_nitro,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B1_R1,1,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B1_R2,1,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B1_R3,1,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B1_R4,1,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B1_R5,1,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B2_R6,2,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B2_R7,2,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B2_R8,2,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B2_R9,2,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B2_R10,2,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B3_R11,3,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B3_R12,3,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B3_R13,3,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B3_R14,3,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_CoolS/WarmF_B3_R15,3,CoolS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B1_R1,1,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B1_R2,1,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B1_R3,1,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B1_R4,1,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B1_R5,1,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B2_R6,2,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B2_R7,2,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B2_R8,2,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B2_R9,2,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B2_R10,2,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B3_R11,3,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B3_R12,3,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B3_R13,3,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B3_R14,3,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/CoolF_B3_R15,3,WarmS/CoolF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B1_R1,1,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B1_R2,1,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B1_R3,1,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B1_R4,1,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B1_R5,1,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B2_R6,2,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
Pist_WarmS/WarmF_B2_R7,2,WarmS/WarmF,pinus,pinus_strobus,,,,,,,,,,,,,,,,,,,,,,,,,
