tree_ID,bloc,treatment,genus,species,Note,248_1,248_2,248_3,248_percent,255_1,255_2,255_3,255_percent,262_1,262_2,262_3,262_percent,269_1,269_2,269_3,269_percent,276_1,276_2,276_3,276_percent,283_1,283_2,283_3,283_percent
Prvi_CoolS/CoolF_B2_R9,2,CoolS/CoolF,prunus,prunus_virginiana,,7.6,9.1,7.9,100,8,8.1,8.3,100,4.8,7.5,7.4,95,6.5,7.6,6.9,90,25,4.2,18.8,60,9.7,1.5,17.7,10
Prvi_CoolS/CoolF_B2_R10,2,CoolS/CoolF,prunus,prunus_virginiana,doy283: no green leaves,12.4,11.4,7.8,90,4.6,8.3,10.6,90,6.1,11.1,10.2,70,8.7,8.3,9,70,21.1,13.4,18.1,50,na,na,na,0
Prvi_CoolS/CoolF_B3_R11,3,CoolS/CoolF,prunus,prunus_virginiana,"doy255: previous measure percem, doy276: last leaves fell",6.8,7,6.8,30,6,6.7,5.9,50,6.1,5.6,7.7,30,1,3.8,4.4,5,na,na,na,0,na,na,na,0
Prvi_CoolS/CoolF_B3_R12,3,CoolS/CoolF,prunus,prunus_virginiana,"nt wrong, doy276: last leaves fell",2.7,2.6,3.7,80,2.2,7.5,2.5,20,2.1,12,3.1,5,4.2,2.9,2.2,5,na,na,na,0,na,na,na,0
Prvi_CoolS/CoolF_B3_R13,3,CoolS/CoolF,prunus,prunus_virginiana,doy248:barely dead measurement on only one leaf that fell after measure; doy255: no leaves,4.5,4.5,4.5,5,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0
Prvi_CoolS/CoolF_B3_R14,3,CoolS/CoolF,prunus,prunus_virginiana,dead,na,na,na,na,na,na,na,0,na,na,na,0,na,na,na,na,na,na,na,0,na,na,na,0
Prvi_CoolS/CoolF_B3_R15,3,CoolS/CoolF,prunus,prunus_virginiana,doy276: no green leaves; doy283: last leaves fell,13.9,15.8,10.3,90,10.6,11.6,13.3,90,11.1,13.1,2.7,70,5.8,7.6,6,60,na,na,na,0,na,na,na,0
Prvi_CoolS/CoolF_B1_R1_nitro,1,CoolS/CoolF_nitro,prunus,prunus_virginiana,doy283: cant measure chl,8.1,7,6.7,70,6.9,7.5,8.1,40,6.8,7,6.2,20,2.2,4.3,6.3,10,17.9,20,23.1,5,na,na,na,5
Prvi_CoolS/CoolF_B1_R2_nitro,1,CoolS/CoolF_nitro,prunus,prunus_virginiana,,9.9,12.4,10.7,80,12.5,12.5,5.1,80,10.1,8.7,11.3,60,8.3,3.9,3.1,60,23.1,24.2,24,50,14.7,26.7,27.3,40
Prvi_CoolS/CoolF_B1_R3_nitro,1,CoolS/CoolF_nitro,prunus,prunus_virginiana,,4.9,2.5,6.4,80,11.8,8.4,16.6,80,9.3,6.8,2.5,50,1.3,3.3,4.9,50,25,36.4,26.4,40,23.7,23.1,22.8,20
Prvi_CoolS/CoolF_B1_R4_nitro,1,CoolS/CoolF_nitro,prunus,prunus_virginiana,doy283: last leaves fell,9.3,12.5,9,90,7.4,7.6,10.4,70,4.5,6.2,9.9,60,4.8,8.1,5.3,40,20.6,16.4,12.4,20,na,na,na,0
Prvi_CoolS/CoolF_B1_R5_nitro,1,CoolS/CoolF_nitro,prunus,prunus_virginiana,doy283: last leaves fell,14.4,5.8,10.8,70,12.1,7.5,8.2,60,6.2,12.8,7.6,50,6,10.3,5.5,50,14.6,11.7,19.8,40,na,na,na,0
Prvi_CoolS/CoolF_B2_R6_nitro,2,CoolS/CoolF_nitro,prunus,prunus_virginiana,doy248: barely dead no leaf remaining,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,na,na,na,0
Prvi_CoolS/CoolF_B2_R7_nitro,2,CoolS/CoolF_nitro,prunus,prunus_virginiana,doy248: barely dead no leaf remaining,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,na,na,na,0
Prvi_CoolS/CoolF_B2_R8_nitro,2,CoolS/CoolF_nitro,prunus,prunus_virginiana,doy283: last leaves fell,3.6,7.2,3.5,20,3.4,3.4,4.7,20,3.1,5.2,4.2,10,3.4,1.7,2.6,10,5.2,13.8,16.8,10,na,na,na,0
Prvi_CoolS/CoolF_B2_R9_nitro,2,CoolS/CoolF_nitro,prunus,prunus_virginiana,doy283: last leaves fell,9.1,8,9.5,90,4.3,8,8,80,4.7,3.3,4.5,60,1.7,3.9,3.8,50,14.1,20.8,18.1,20,na,na,na,0
Prvi_CoolS/CoolF_B2_R10_nitro,2,CoolS/CoolF_nitro,prunus,prunus_virginiana,doy155:POPLAR IN THE POT . I cut the stem. Roots still inside,8.5,16.4,6.7,95,6.4,6,9.6,70,8.8,6.9,7.6,60,5,4.1,5.3,60,14.5,14.2,16.4,40,4.8,1.1,15,30
Prvi_CoolS/CoolF_B3_R11_nitro,3,CoolS/CoolF_nitro,prunus,prunus_virginiana,dead,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0
Prvi_CoolS/CoolF_B3_R12_nitro,3,CoolS/CoolF_nitro,prunus,prunus_virginiana,doy276: last leaves fell,9.7,8.5,7.6,60,6.9,9,8.7,60,11.4,5.1,8.6,20,6,6,6.1,10,na,na,na,0,na,na,na,0
Prvi_CoolS/CoolF_B3_R13_nitro,3,CoolS/CoolF_nitro,prunus,prunus_virginiana,doy276: last leaves fell,9.3,10.6,5.8,60,8.3,8.7,7.2,60,5.7,5.4,8.1,60,1,4.5,1.3,40,na,na,na,0,na,na,na,0
Prvi_CoolS/CoolF_B3_R14_nitro,3,CoolS/CoolF_nitro,prunus,prunus_virginiana,doy283: last leaves fell,7.8,4.1,7.2,70,4.5,7,6,70,7.3,5.8,4.1,60,6.8,5.9,5.2,60,16,15.9,10.8,20,na,na,na,0
Prvi_CoolS/CoolF_B3_R15_nitro,3,CoolS/CoolF_nitro,prunus,prunus_virginiana,doy283: last leaves fell,15.1,17.8,14.4,90,14.7,17.3,15.1,90,10.2,15.8,14.4,70,13.7,12.4,12.6,50,18.6,28.7,31.3,20,na,na,na,0
Prvi_CoolS/WarmF_B1_R1,1,CoolS/WarmF,prunus,prunus_virginiana,,16.5,13.7,13.9,80,12,13.2,7.3,80,9.3,9.5,5.8,30,,,,30,21.1,23.9,19.1,20,,,,10
Prvi_CoolS/WarmF_B1_R2,1,CoolS/WarmF,prunus,prunus_virginiana,,7,6,5.5,90,4.9,5.2,4.7,70,4.2,4.3,3,30,,,,20,13.7,7.9,12.6,10,,,,10
Prvi_CoolS/WarmF_B1_R3,1,CoolS/WarmF,prunus,prunus_virginiana,,15.8,11.6,11.3,90,8.9,10.7,13.3,80,6.7,8.7,4.5,80,,,,60,25.7,14.8,13.4,40,,,,20
Prvi_CoolS/WarmF_B1_R4,1,CoolS/WarmF,prunus,prunus_virginiana,,7.7,10,6.4,80,14,6.8,6.7,80,2.4,7.6,1.9,40,,,,40,16.9,22.2,17.7,40,,,,30
Prvi_CoolS/WarmF_B1_R5,1,CoolS/WarmF,prunus,prunus_virginiana,,9.2,6.8,9.4,100,6.6,5.8,5.9,80,4.9,4.8,4.5,80,,,,50,13.8,13.8,11.6,30,,,,10
Prvi_CoolS/WarmF_B2_R6,2,CoolS/WarmF,prunus,prunus_virginiana,dead,na,na,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,,,,na
Prvi_CoolS/WarmF_B2_R7,2,CoolS/WarmF,prunus,prunus_virginiana,,4.6,4.2,4.5,100,3.3,3.4,3.8,90,2.5,2.2,2.5,70,,,,30,5.1,5.1,4.5,20,,,,10
Prvi_CoolS/WarmF_B2_R8,2,CoolS/WarmF,prunus,prunus_virginiana,doy283: last leaves fell,2.7,2.1,2.5,5,2.6,1.1,2.3,5,2.3,1.9,1.3,5,,,,5,na,na,na,5,,,,0
Prvi_CoolS/WarmF_B2_R9,2,CoolS/WarmF,prunus,prunus_virginiana,doy276: last leaves fell,4.8,5.3,4.7,20,3.6,4.6,4.7,10,2.3,2.2,3,5,,,,0,na,na,na,0,,,,0
Prvi_CoolS/WarmF_B2_R10,2,CoolS/WarmF,prunus,prunus_virginiana,doy262: no green leaves,9.1,8.9,5.6,10,6,6,7.1,5,na,na,na,0,,,,0,na,na,na,0,,,,0
Prvi_CoolS/WarmF_B3_R11,3,CoolS/WarmF,prunus,prunus_virginiana,doy276: last leaves fell,7.3,7,4.7,90,4.8,3.7,3.7,50,2.8,2.6,1.3,30,,,,5,na,na,na,0,,,,0
Prvi_CoolS/WarmF_B3_R12,3,CoolS/WarmF,prunus,prunus_virginiana,doy276: last leaves fell,4,3.3,3.6,30,3.6,4.9,2.7,10,2.9,1.2,1.3,5,,,,5,na,na,na,0,,,,0
Prvi_CoolS/WarmF_B3_R13,3,CoolS/WarmF,prunus,prunus_virginiana,doy255: measurement considers both shoots,7.2,7.6,9.4,90,5.8,4.7,3.4,60,6.7,4.4,4.6,50,,,,50,13.4,12,17.1,30,,,,10
Prvi_CoolS/WarmF_B3_R14,3,CoolS/WarmF,prunus,prunus_virginiana,doy283: last leaves fell,8.1,7,7,60,5.2,4.6,3,30,1.9,2.5,2.5,10,,,,0,na,na,na,0,,,,0
Prvi_CoolS/WarmF_B3_R15,3,CoolS/WarmF,prunus,prunus_virginiana,doy262: last leaves fell,9.4,8.9,5.9,50,5.8,4.7,8.4,20,na,na,na,0,,,,0,na,na,na,0,,,,0
Prvi_WarmS/CoolF_B1_R1,1,WarmS/CoolF,prunus,prunus_virginiana,doy276: last leaves fell,3,3.3,3,20,3.1,2.8,2.7,20,2.6,1.7,2.5,10,2.3,1.6,1.6,10,na,na,na,0,na,na,na,0
Prvi_WarmS/CoolF_B1_R2,1,WarmS/CoolF,prunus,prunus_virginiana,doy276: last leaves fell,7,5.4,4.3,30,4.6,1.9,6.6,30,5.9,4.7,3.3,10,3.8,3.6,3.5,5,na,na,na,0,na,na,na,0
Prvi_WarmS/CoolF_B1_R3,1,WarmS/CoolF,prunus,prunus_virginiana,,6.9,5,3.9,40,5.6,5.2,6.9,40,6.2,5,5.2,30,3.5,5.3,3.2,30,12.7,11.9,10.7,10,14.2,11.8,15.5,5
Prvi_WarmS/CoolF_B1_R4,1,WarmS/CoolF,prunus,prunus_virginiana,doy276: last leaves fell,6.1,6.7,5.2,70,6.9,6.6,4.7,70,5.6,6.1,5.8,50,2.9,1.9,4.8,30,na,na,na,0,na,na,na,0
Prvi_WarmS/CoolF_B1_R5,1,WarmS/CoolF,prunus,prunus_virginiana,,5.8,4.2,6.2,80,5.8,7.8,6.6,80,5.2,8.2,8.2,80,4.8,6.1,6.6,60,19.6,17,18.5,50,25.6,22.9,10.6,10
Prvi_WarmS/CoolF_B2_R6,2,WarmS/CoolF,prunus,prunus_virginiana,doy276: last leaves fell,7.7,8.4,9.2,90,8.4,7.3,8.5,80,7.3,7.2,4.5,40,1.9,1.5,2.4,10,na,na,na,0,na,na,na,0
Prvi_WarmS/CoolF_B2_R7,2,WarmS/CoolF,prunus,prunus_virginiana,doy283: no green leaves,5.2,3.2,4.2,5,4.2,4.4,4.5,5,4.2,3.5,5.6,5,2.1,4.1,3.2,5,12.8,12.2,4.5,5,na,na,na,0
Prvi_WarmS/CoolF_B2_R8,2,WarmS/CoolF,prunus,prunus_virginiana,doy283: no green leaves,12,6.2,6.6,20,7.2,10,10,20,5.9,8.3,5.4,10,3.6,5.3,3.8,10,12.3,5,13.6,5,na,na,na,0
Prvi_WarmS/CoolF_B2_R9,2,WarmS/CoolF,prunus,prunus_virginiana,doy262: shoot much greener than the other,14.1,5.6,13.4,90,2,12.1,5.7,80,14.1,4.3,14.2,70,1.9,12.1,10.6,70,30.3,28.3,14.1,70,6.6,13.8,16.7,30
Prvi_WarmS/CoolF_B2_R10,2,WarmS/CoolF,prunus,prunus_virginiana,dead,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0
Prvi_WarmS/CoolF_B3_R11,3,WarmS/CoolF,prunus,prunus_virginiana,dead,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0
Prvi_WarmS/CoolF_B3_R12,3,WarmS/CoolF,prunus,prunus_virginiana,"doy283: relevant to all prvevious measurements, it's much greener because it's a shoot that sprouted after maint shoot died.",10.5,10.9,10.8,90,10.7,1.7,3.5,80,11.7,1.6,7.6,70,1.3,9,6.8,70,32.5,26,9.3,70,25,24.1,7.8,60
Prvi_WarmS/CoolF_B3_R13,3,WarmS/CoolF,prunus,prunus_virginiana,doy276: last leaves fell,6.1,4.9,3.6,20,4.8,4.9,3.9,0,na,na,na,0,na,na,na,0,na,na,na,0,na,na,na,0
Prvi_WarmS/CoolF_B3_R14,3,WarmS/CoolF,prunus,prunus_virginiana,doy276: last leaves fell,6.4,6.3,8.3,80,5.5,5,5.7,80,5.5,6.5,5.3,50,3.8,2.6,3.5,40,na,na,na,0,na,na,na,0
Prvi_WarmS/CoolF_B3_R15,3,WarmS/CoolF,prunus,prunus_virginiana,dead,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0
Prvi_WarmS/WarmF_B1_R1,1,WarmS/WarmF,prunus,prunus_virginiana,,8.3,8.9,8.5,80,5.9,5.9,3.8,40,2.9,4.6,4.3,30,,,,20,6.3,12.7,10.3,5,14.7,9.1,10.3,5
Prvi_WarmS/WarmF_B1_R2,1,WarmS/WarmF,prunus,prunus_virginiana,dead,na,na,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,na,na,na,0
Prvi_WarmS/WarmF_B1_R3,1,WarmS/WarmF,prunus,prunus_virginiana,doy283: no green leaves,6.6,5.7,6.5,80,5.3,2.3,3.3,30,3.2,4.6,2.7,40,,,,30,11.6,7.8,9.4,10,5.8,8.4,7.2,0
Prvi_WarmS/WarmF_B1_R4,1,WarmS/WarmF,prunus,prunus_virginiana,doy283: no green leaves,3.6,2.4,4.4,30,2.6,2.8,2.9,20,1.9,3.1,1.4,30,,,,10,1.4,1.5,5.6,5,na,na,na,0
Prvi_WarmS/WarmF_B1_R5,1,WarmS/WarmF,prunus,prunus_virginiana,doy283: last leaves fell,6.5,8.2,9.5,50,5.3,5.9,4.7,30,4.2,2.4,2.2,30,,,,20,18.9,7.2,15,5,na,na,na,0
Prvi_WarmS/WarmF_B2_R6,2,WarmS/WarmF,prunus,prunus_virginiana,doy283: no green leaves,4.3,4.2,3.8,90,3,2.5,2.3,40,2.2,1.9,2.3,60,,,,40,4.2,0.1,3,10,na,na,na,0
Prvi_WarmS/WarmF_B2_R7,2,WarmS/WarmF,prunus,prunus_virginiana,,9.6,8.5,10.9,90,7.1,6,7.4,50,4.9,5.3,4.7,40,,,,30,14.2,13.2,11.8,5,5.3,11,10.3,5
Prvi_WarmS/WarmF_B2_R8,2,WarmS/WarmF,prunus,prunus_virginiana,,9.8,12.7,13.1,90,9.4,6.7,8.5,70,6.1,6.2,5.3,40,,,,30,7.9,1.4,4.3,10,3.2,2.1,3.7,5
Prvi_WarmS/WarmF_B2_R9,2,WarmS/WarmF,prunus,prunus_virginiana,,4.6,5.6,4.4,80,5.3,4.2,2.8,30,3,2.6,2.8,20,,,,20,3.7,6.4,4.6,5,15.4,18.9,2.3,5
Prvi_WarmS/WarmF_B2_R10,2,WarmS/WarmF,prunus,prunus_virginiana,dead,na,na,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,na,na,na,na
Prvi_WarmS/WarmF_B3_R11,3,WarmS/WarmF,prunus,prunus_virginiana,doy262: last leaves fell,4.3,5.2,4,80,1.8,2.2,3.4,20,na,na,na,0,,,,0,na,na,na,0,na,na,na,0
Prvi_WarmS/WarmF_B3_R12,3,WarmS/WarmF,prunus,prunus_virginiana,doy262: last leaves fell,5.2,6.3,8.6,90,5.3,1.7,7.3,20,na,na,na,0,,,,0,na,na,na,0,na,na,na,0
Prvi_WarmS/WarmF_B3_R13,3,WarmS/WarmF,prunus,prunus_virginiana,doy283: last leaves fell,8.1,8.3,8.7,80,4.2,8.6,6.9,50,1.6,1.4,1.8,5,,,,0,na,na,na,0,na,na,na,0
Prvi_WarmS/WarmF_B3_R14,3,WarmS/WarmF,prunus,prunus_virginiana,doy262: last leaves fell,4.7,5.1,4.5,90,3.5,2.7,4.7,30,na,na,na,0,,,,0,na,na,na,0,na,na,na,0
Prvi_WarmS/WarmF_B3_R15,3,WarmS/WarmF,prunus,prunus_virginiana,doy255: no more leaves,4.7,4.7,6.5,20,na,na,na,0,na,na,na,0,,,,0,na,na,na,0,na,na,na,0
Prvi_WarmS/WarmF_B1_R1_nitro,1,WarmS/WarmF_nitro,prunus,prunus_virginiana,,7.1,5.7,5.8,80,5.3,5.3,5.4,80,4.2,3.9,2.2,30,,,,30,9.9,10.7,8.2,20,11.3,25.6,16.1,20
Prvi_WarmS/WarmF_B1_R2_nitro,1,WarmS/WarmF_nitro,prunus,prunus_virginiana,,5.2,3.6,5.7,60,2.7,3.3,6.3,50,1.6,5.6,5.6,50,,,,30,8,12.7,22.5,10,5.2,10.3,9.8,5
Prvi_WarmS/WarmF_B1_R3_nitro,1,WarmS/WarmF_nitro,prunus,prunus_virginiana,,8.5,7.2,7,70,6.8,5.7,3.8,60,4.9,3.1,4.7,40,,,,30,16.8,15,12.2,10,16.4,15.5,7.1,5
Prvi_WarmS/WarmF_B1_R4_nitro,1,WarmS/WarmF_nitro,prunus,prunus_virginiana,,6.1,9.5,8.2,80,9.8,6,3.2,80,5.1,5.2,3,90,,,,60,17.4,12.2,8,50,12.7,11.9,19.1,30
Prvi_WarmS/WarmF_B1_R5_nitro,1,WarmS/WarmF_nitro,prunus,prunus_virginiana,,5.1,6.4,6,80,4.8,2.7,3.5,70,3.4,3.7,3.1,60,,,,50,9.7,6.9,12,40,2.4,12.8,2.3,5
Prvi_WarmS/WarmF_B2_R6_nitro,2,WarmS/WarmF_nitro,prunus,prunus_virginiana,,4.5,8.8,4.2,60,4,3.4,5.7,60,3.2,3.9,3.9,70,,,,50,9.9,7.3,8.1,20,8.3,8.9,8.9,10
Prvi_WarmS/WarmF_B2_R7_nitro,2,WarmS/WarmF_nitro,prunus,prunus_virginiana,,4.9,4.3,3.1,80,4.2,4.5,3.7,60,3.3,3,3.9,80,,,,60,6.9,6.8,2,30,0.4,2.1,4.1,
Prvi_WarmS/WarmF_B2_R8_nitro,2,WarmS/WarmF_nitro,prunus,prunus_virginiana,,2.7,4.1,3.6,10,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,na,na,na,na
Prvi_WarmS/WarmF_B2_R9_nitro,2,WarmS/WarmF_nitro,prunus,prunus_virginiana,doy283: last leaves fell,6.7,2.9,6.2,40,2.8,1.1,1.6,5,1.2,1.3,1,10,,,,0,na,na,na,0,na,na,na,0
Prvi_WarmS/WarmF_B2_R10_nitro,2,WarmS/WarmF_nitro,prunus,prunus_virginiana,doy262: last leaves fell,4.7,5.8,4,70,5.3,5.4,3.3,30,na,na,na,0,,,,0,na,na,na,0,na,na,na,0
Prvi_WarmS/WarmF_B3_R11_nitro,3,WarmS/WarmF_nitro,prunus,prunus_virginiana,doy276: last leaves fell,5.1,5,4.7,80,1.7,3.3,3.9,50,1.8,1,1,20,,,,5,na,na,na,0,na,na,na,0
Prvi_WarmS/WarmF_B3_R12_nitro,3,WarmS/WarmF_nitro,prunus,prunus_virginiana,doy283: cant measure chl,11.4,9.4,7.1,60,7.4,4.7,5.1,30,5.6,3.8,1.6,10,,,,5,9.3,6.3,18.8,5,na,na,na,5
Prvi_WarmS/WarmF_B3_R13_nitro,3,WarmS/WarmF_nitro,prunus,prunus_virginiana,,3.8,4.6,5.1,80,3.7,4.7,3.1,40,3.5,3.9,2.5,50,,,,20,7.9,12.3,9.9,10,7.6,7.3,10.4,10
Prvi_WarmS/WarmF_B3_R14_nitro,3,WarmS/WarmF_nitro,prunus,prunus_virginiana,doy262: last leaves fell,3.4,4.1,1.7,5,2.5,3.1,2.4,5,na,na,na,0,,,,0,na,na,na,0,na,na,na,0
Prvi_WarmS/WarmF_B3_R15_nitro,3,WarmS/WarmF_nitro,prunus,prunus_virginiana,dead,na,na,na,na,na,na,na,na,na,na,na,na,,,,0,na,na,na,0,na,na,na,0
Quma_CoolS/CoolF_B1_R1,1,CoolS/CoolF,quercus,quercus_macrocarpa,doy276: no green leaves; doy283: last leaves fell,3.9,4.1,2.9,90,3.7,3.4,2.5,80,3.1,1.6,1.2,60,2.7,1.4,2.2,10,10.1,9.1,12.4,0,na,na,na,0
Quma_CoolS/CoolF_B1_R2,1,CoolS/CoolF,quercus,quercus_macrocarpa,doy283: no green leaves,10.1,10.5,11,100,5,9.2,7.1,95,5.4,6.3,3.8,80,1.7,2.9,2.3,40,12.5,10.1,12.9,20,9.3,5.1,8,0
Quma_CoolS/CoolF_B1_R3,1,CoolS/CoolF,quercus,quercus_macrocarpa,doy283: last leaves fell,4.2,4.5,4.2,95,1.8,4.5,3.6,80,1.3,1.3,1.9,40,na,na,na,0,na,na,na,0,na,na,na,0
Quma_CoolS/CoolF_B1_R4,1,CoolS/CoolF,quercus,quercus_macrocarpa,,6.3,8.8,6.9,100,5,6.4,4.9,100,4.8,5.5,2.4,90,4.6,2.7,2.7,40,9.1,9,3.9,20,8.5,4.3,3.3,5
Quma_CoolS/CoolF_B1_R5,1,CoolS/CoolF,quercus,quercus_macrocarpa,doy276: no green leaves; doy283: last leaves fell,4.6,3.7,4.9,95,4.5,4.3,3.5,90,2.9,3.4,2.3,50,1.5,1.7,1.3,10,16.2,12,12.7,0,na,na,na,0
Quma_CoolS/CoolF_B2_R6,2,CoolS/CoolF,quercus,quercus_macrocarpa,doy283: no green leaves,10.9,5.8,8.2,95,10.1,6.2,5.5,95,3.1,3,8.4,80,4.7,6.4,1.2,20,15.9,2.6,5.2,20,na,na,na,0
Quma_CoolS/CoolF_B2_R7,2,CoolS/CoolF,quercus,quercus_macrocarpa,,4.2,6.1,8,95,4.5,4.5,7.7,95,3.7,3.9,3.9,90,3.5,3,3.2,70,14,2,0.4,50,7.7,1.6,3.4,10
Quma_CoolS/CoolF_B2_R8,2,CoolS/CoolF,quercus,quercus_macrocarpa,doy283: no green leaves,4.4,9.5,8,95,3.1,6.1,4.8,95,1.9,3.5,2.5,80,4.8,2.4,2.2,30,4.6,0.3,3.4,10,na,na,na,0
Quma_CoolS/CoolF_B2_R9,2,CoolS/CoolF,quercus,quercus_macrocarpa,,4.6,15.5,9.7,95,6.3,13.3,8.3,95,4.2,5.9,5.5,95,3.1,5.2,6.8,80,19.2,14.5,22.9,70,3.5,2.4,3,20
Quma_CoolS/CoolF_B2_R10,2,CoolS/CoolF,quercus,quercus_macrocarpa,,9.1,5.3,9.4,95,9.2,11.6,10.1,95,7.9,9.6,9,95,7,7,6.9,80,21.1,14.8,11.3,80,3.1,3.6,13.5,30
Quma_CoolS/CoolF_B3_R11,3,CoolS/CoolF,quercus,quercus_macrocarpa,,11.9,9.8,6.9,80,9.2,6.3,4.5,80,5.7,5.3,10.4,80,6.8,2,6.9,70,28.3,3.2,12.8,60,2.2,8.8,7.7,5
Quma_CoolS/CoolF_B3_R12,3,CoolS/CoolF,quercus,quercus_macrocarpa,doy276: last leaves fell,7.5,5.9,11.6,90,6,4.7,5.5,80,7.5,2,3.9,70,1.2,2.3,1.2,10,na,na,na,0,na,na,na,0
Quma_CoolS/CoolF_B3_R13,3,CoolS/CoolF,quercus,quercus_macrocarpa,doy283: last leaves fell,5.5,11.7,9.1,80,4.4,2.3,3.3,80,3.6,2.8,8,70,2.6,1.3,6.3,10,3.8,3.8,14.1,5,na,na,na,0
Quma_CoolS/CoolF_B3_R14,3,CoolS/CoolF,quercus,quercus_macrocarpa,doy283: last leaves fell,7.6,5.8,5.8,95,7.6,6.3,4.5,80,2.2,5.9,3.1,70,1.8,3.2,1.4,5,8.5,6.2,5.1,5,na,na,na,0
Quma_CoolS/CoolF_B3_R15,3,CoolS/CoolF,quercus,quercus_macrocarpa,doy283: no green leaves,14.8,11.6,13,80,11.8,9.8,11,80,2.5,9.6,6.6,80,6.2,3.2,2.2,40,3,16.9,0.3,20,na,na,na,0
Quma_CoolS/CoolF_B1_R1_nitro,1,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,6.4,7.7,5.7,95,7.3,7.4,7.5,95,7.2,5.9,5.7,95,6,4.3,5.3,80,21.2,2.2,14.4,70,14.9,3,0.6,10
Quma_CoolS/CoolF_B1_R2_nitro,1,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,3.4,4.6,10.9,80,3.3,4.5,4.8,80,3,4.3,7.5,80,2.8,3.5,4.5,80,5.4,25,20.4,70,20.6,12.8,0.1,50
Quma_CoolS/CoolF_B1_R3_nitro,1,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,doy283: no green leaves,7.9,7.3,11.3,80,6.3,11.7,10.7,80,5.7,6.7,6.7,80,5.3,2.8,3.3,80,10.9,1.3,3.9,20,14.4,5.9,14.7,0
Quma_CoolS/CoolF_B1_R4_nitro,1,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,10,5.7,6.5,95,6,10.2,6,95,8.9,6.6,5.2,95,7.6,6.7,6.3,90,18.6,1.5,15.5,70,1.6,3.3,2.4,10
Quma_CoolS/CoolF_B1_R5_nitro,1,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,7.7,10.2,5.5,100,5.2,7.4,6.9,95,4.6,6.5,4.8,95,4.6,6.7,4.4,90,11.3,14.5,12.5,80,0,21.7,5.9,20
Quma_CoolS/CoolF_B2_R6_nitro,2,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,doy283: no green leaves,6.5,1.9,4.9,60,6.9,3.1,5.3,50,3.1,5.6,3.3,40,4.1,2.3,7.7,30,10.3,6.2,3.7,30,na,na,na,0
Quma_CoolS/CoolF_B2_R7_nitro,2,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,doy283: no green leaves,4.9,4.3,5.7,90,4.7,4,4.8,90,4,3.1,3.5,80,3.4,3,1.6,40,8.4,1.8,11,20,na,na,na,0
Quma_CoolS/CoolF_B2_R8_nitro,2,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,doy283: no green leaves,12.7,7.9,4.6,95,13.7,9,7.7,90,4.5,7,3.9,90,6.6,2.4,5,70,9,16.5,7.5,40,na,na,na,0
Quma_CoolS/CoolF_B2_R9_nitro,2,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,doy283: no green leaves,4.2,6.2,6.4,95,1.4,5.1,4.2,80,3,5.2,1.5,70,4.4,1.5,3.4,40,6.4,7.7,4.5,20,na,na,na,0
Quma_CoolS/CoolF_B2_R10_nitro,2,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,doy283: no green leaves,4.5,5.8,5.4,95,4.3,3.9,1.3,90,3.3,3.4,5.1,70,3.3,1.7,4.6,30,1.5,16.7,1.1,20,na,na,na,0
Quma_CoolS/CoolF_B3_R11_nitro,3,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,8.8,5.2,4.1,90,9,7.5,4.5,80,2.3,6.9,3.9,70,1.8,4.6,4.5,30,13,10.6,12.1,30,5.9,0.9,5,30
Quma_CoolS/CoolF_B3_R12_nitro,3,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,,14.1,10.7,13.6,95,16.5,12.4,9.3,90,3.1,11.6,6.3,90,9.9,1.8,2.4,30,16.5,10.1,1,5,na,na,na,0
Quma_CoolS/CoolF_B3_R13_nitro,3,CoolS/CoolF_nitro,quercus,quercus_macrocarpa,doy283: no green leaves,8.5,7.1,8.6,90,6.5,4.6,8.2,90,5.9,4.5,6.1,90,5.2,4.4,5.1,70,14.8,12.6,4.2,30,7.5,9.7,5.7,0
